Home Team,Home Score,Away Team,Away Score,HomeAway Bool
San Diego St,49,Buffalo,24,0
USC,45,Fresno St,20,0
Colorado St,48,Washington St,45,0
East Carolina,37,Ohio,20,0
Oregon St,38,Boise St,23,0
Utah St,21,N Illinois,14,0
Pittsburgh,30,Bowling Green,27,0
Washington,31,BYU,16,0
Syracuse,21,Minnesota,17,0
Marshall,31,Maryland,20,0
Kansas St,31,Michigan,14,0
Louisville,36,Miami FL,9,0
North Carolina,39,Cincinnati,17,0
Notre Dame,29,Rutgers,16,0
Texas Tech,37,Arizona St,23,0
Oregon,30,Texas,7,0
Mississippi,25,Georgia Tech,17,0
Navy,24,MTSU,6,0
Texas A&M,52,Duke,48,0
Mississippi St,44,Rice,7,0
UCLA,42,Virginia Tech,12,0
Arizona,42,Boston College,19,0
UCF,52,Baylor,42,0
Michigan St,24,Stanford,20,0
LSU,21,Iowa,14,0
South Carolina,34,Wisconsin,24,0
North Texas,36,UNLV,14,0
Nebraska,24,Georgia,19,0
Oklahoma,45,Alabama,31,0
Clemson,40,Ohio St,35,0
Missouri,41,Oklahoma St,31,0
Vanderbilt,41,Houston,24,0
Arkansas St,23,Ball St,20,0
Florida St,34,Auburn,31,0
