Home Team,Home Score,Away Team,Away Score,HomeAway Bool
BYU,25,Wyoming,20,1
Buffalo,0,Temple,42,1
UCF,41,Rice,14,1
N Illinois,33,C Michigan,7,1
Clemson,27,Georgia Tech,13,1
Colorado,24,Texas Tech,27,1
Utah,59,Colorado St,6,1
Louisville,26,Connecticut,0,1
Virginia Tech,44,Duke,7,1
East Carolina,37,Marshall,10,1
Virginia,48,E Michigan,21,1
San Jose St,18,Fresno St,33,1
Kentucky,31,Georgia,44,1
Utah St,7,Hawaii,45,1
SMU,20,Houston,45,1
Idaho,37,New Mexico St,14,1
Illinois,43,Indiana,13,1
Iowa,30,Wisconsin,31,1
Texas,21,Iowa St,28,1
Kansas,10,Texas A&M,45,1
Louisiana,21,WKU,54,1
MTSU,38,ULM,10,1
Miami FL,33,North Carolina,10,1
Miami OH,13,Ohio,34,1
Northwestern,27,Michigan St,35,1
Minnesota,21,Penn St,33,1
Missouri,36,Oklahoma,27,1
Navy,35,Notre Dame,17,0
Oklahoma St,41,Nebraska,51,1
New Mexico,20,San Diego St,30,1
Ohio St,49,Purdue,0,1
Pittsburgh,41,Rutgers,21,1
Vanderbilt,7,South Carolina,21,1
Stanford,38,Washington St,28,1
West Virginia,14,Syracuse,19,1
UTEP,24,Tulane,34,1
Boise St,49,Louisiana Tech,20,1
NC State,28,Florida St,24,1
Connecticut,16,West Virginia,13,1
Air Force,23,Utah,28,1
Temple,30,Akron,0,1
Southern Miss,49,UAB,50,1
UCLA,21,Arizona,29,1
Arizona St,42,Washington St,0,1
Arkansas,49,Vanderbilt,14,1
Army,29,VMI,7,1
Mississippi,31,Auburn,51,1
Kent,33,Ball St,14,1
Texas,22,Baylor,30,1
Boston College,16,Clemson,10,1
C Michigan,14,Bowling Green,17,1
Buffalo,9,Miami OH,21,1
Oregon St,35,California,7,1
UCF,49,East Carolina,35,1
Cincinnati,7,Syracuse,31,1
Oklahoma,43,Colorado,10,1
Colorado St,38,New Mexico,14,1
Navy,31,Duke,34,1
E Michigan,7,Toledo,42,1
Florida,34,Georgia,31,0
FL Atlantic,21,Florida Intl,9,1
Hawaii,45,Idaho,10,1
Memphis,17,Houston,56,1
Illinois,44,Purdue,10,1
Indiana,17,Northwestern,20,1
Iowa,37,Michigan St,6,1
Iowa St,28,Kansas,16,1
Kansas St,14,Oklahoma St,24,1
Mississippi St,24,Kentucky,17,1
Ohio,38,Louisiana,31,1
ULM,28,Troy,14,1
Pittsburgh,20,Louisville,3,1
Marshall,16,UTEP,12,1
Maryland,62,Wake Forest,14,1
Virginia,24,Miami FL,19,1
Penn St,41,Michigan,31,1
Minnesota,10,Ohio St,52,1
Nebraska,31,Missouri,17,1
Nevada,56,Utah St,42,1
UNLV,6,TCU,48,1
New Mexico St,29,San Jose,27,1
North Carolina,21,William & Mary,17,1
WKU,6,North Texas,33,1
W Michigan,21,N Illinois,28,1
Notre Dame,27,Tulsa,28,1
USC,32,Oregon,53,1
Wyoming,38,San Diego St,48,1
South Carolina,38,Tennessee,24,1
Tulane,17,SMU,31,1
Washington,0,Stanford,41,1
Texas A&M,45,Texas Tech,27,1
Arkansas St,51,MTSU,24,1
South Florida,28,Rutgers,27,1
Ohio,34,Buffalo,17,1
Virginia Tech,28,Georgia Tech,21,1
Houston,33,UCF,40,1
C Michigan,26,W Michigan,22,1
Army,22,Air Force,42,1
Ball St,37,Akron,30,1
LSU,24,Alabama,21,1
UAB,17,Marshall,31,1
Stanford,42,Arizona,17,1
USC,34,Arizona St,33,1
South Carolina,20,Arkansas,41,1
Auburn,62,Chattanooga,24,1
Oklahoma St,55,Baylor,28,1
Boise St,42,Hawaii,7,1
Wake Forest,13,Boston College,23,1
BYU,55,UNLV,7,1
Washington St,13,California,20,1
Clemson,14,NC State,13,1
Kansas,52,Colorado,45,1
San Diego St,24,Colorado St,19,1
Duke,55,Virginia,48,1
East Carolina,35,Navy,76,1
Vanderbilt,14,Florida,55,1
WKU,16,FL Atlantic,17,1
Florida Intl,42,ULM,35,1
Florida St,35,North Carolina,37,1
Louisiana Tech,34,Fresno St,40,1
Georgia,55,Idaho St,7,1
Idaho,17,Nevada,63,1
Michigan,67,Illinois,65,1
Indiana,13,Iowa,18,1
Iowa St,30,Nebraska,31,1
Kansas St,39,Texas,14,1
Kent,10,Temple,28,1
Kentucky,49,Charleston So,21,1
Mississippi,43,Louisiana,21,1
Syracuse,20,Louisville,28,1
Miami FL,26,Maryland,20,1
Memphis,14,Tennessee,50,1
Michigan St,31,Minnesota,8,1
Texas Tech,24,Missouri,17,1
New Mexico,34,Wyoming,31,1
Utah St,27,New Mexico St,22,1
North Texas,35,Troy,41,1
Penn St,35,Northwestern,21,1
Texas A&M,33,Oklahoma,19,1
Oregon,53,Washington,16,1
UCLA,17,Oregon St,14,1
Purdue,13,Wisconsin,34,1
Tulsa,64,Rice,27,1
UTEP,28,SMU,14,1
Tulane,30,Southern Miss,46,1
Utah,7,TCU,47,1
N Illinois,65,Toledo,30,1
Bowling Green,21,Miami OH,24,1
Connecticut,30,Pittsburgh,28,1
UAB,42,East Carolina,54,1
Buffalo,3,Ball St,20,1
Idaho,14,Boise St,52,1
Air Force,48,New Mexico,23,1
Alabama,30,Mississippi St,10,1
Arizona,21,USC,24,1
Arizona St,13,Stanford,17,1
Arkansas,58,UTEP,21,1
Arkansas St,35,WKU,36,1
Kent,28,Army,45,1
Auburn,49,Georgia,31,1
Baylor,30,Texas A&M,42,1
Duke,16,Boston College,21,1
Colorado St,10,BYU,49,1
California,13,Oregon,15,1
UCF,21,Southern Miss,31,1
Navy,38,C Michigan,37,1
West Virginia,37,Cincinnati,10,1
Florida St,16,Clemson,13,1
Colorado,34,Iowa St,14,1
W Michigan,45,E Michigan,30,1
Florida,14,South Carolina,36,1
FL Atlantic,24,Louisiana,23,1
Troy,35,Florida Intl,52,1
Fresno St,34,Nevada,35,1
Georgia Tech,10,Miami FL,35,1
Houston,25,Tulsa,28,1
Illinois,34,Minnesota,38,1
Wisconsin,83,Indiana,20,1
Northwestern,21,Iowa,17,1
Nebraska,20,Kansas,3,1
Missouri,38,Kansas St,28,1
Kentucky,38,Vanderbilt,20,1
LSU,51,ULM,0,1
New Mexico St,20,Louisiana Tech,41,1
Louisville,21,South Florida,24,1
Marshall,28,Memphis,13,1
Virginia,23,Maryland,42,1
Purdue,16,Michigan,27,1
MTSU,17,North Texas,23,1
Tennessee,52,Mississippi,14,1
UNLV,42,Wyoming,16,1
North Carolina,10,Virginia Tech,26,1
NC State,38,Wake Forest,3,1
Notre Dame,28,Utah,3,1
Ohio St,38,Penn St,14,1
Oklahoma,45,Texas Tech,7,1
Texas,16,Oklahoma St,33,1
Oregon St,14,Washington St,31,1
Tulane,54,Rice,49,1
Rutgers,10,Syracuse,13,1
TCU,40,San Diego St,35,1
San Jose St,34,Utah St,38,1
Temple,23,Ohio,31,1
Akron,14,Miami OH,19,1
Toledo,33,Bowling Green,14,1
UNLV,20,Air Force,35,1
Washington,24,UCLA,7,1
Alabama,63,Georgia St,7,1
Boise St,51,Fresno St,0,1
UAB,31,Memphis,15,1
Mississippi St,31,Arkansas,38,1
Navy,35,Arkansas St,19,1
Notre Dame,27,Army,3,0
Ball St,21,N Illinois,59,1
Baylor,24,Oklahoma,53,1
Boston College,17,Virginia,13,1
BYU,40,New Mexico,7,1
Buffalo,17,E Michigan,21,1
California,14,Stanford,48,1
Tulane,14,UCF,61,1
Cincinnati,69,Rutgers,38,1
Wake Forest,10,Clemson,30,1
Colorado,44,Kansas St,36,1
Wyoming,44,Colorado St,0,1
Syracuse,6,Connecticut,23,1
Georgia Tech,30,Duke,20,1
Rice,62,East Carolina,38,1
Florida,48,Appalachian St,10,1
Texas,51,FL Atlantic,17,1
Louisiana,17,Florida Intl,38,1
Maryland,16,Florida St,30,1
Hawaii,41,San Jose St,7,1
Southern Miss,59,Houston,41,1
Utah St,6,Idaho,28,1
Northwestern,27,Illinois,48,1
Penn St,41,Indiana,24,0
Iowa,17,Ohio St,20,1
Iowa St,0,Missouri,14,1
Kansas,14,Oklahoma St,48,1
W Michigan,38,Kent,3,1
LSU,43,Mississippi,36,1
ULM,49,North Texas,37,1
Louisville,10,West Virginia,17,1
SMU,31,Marshall,17,1
Miami FL,17,Virginia Tech,31,1
Michigan,28,Wisconsin,48,1
Michigan St,35,Purdue,31,1
WKU,26,MTSU,27,1
Texas A&M,9,Nebraska,6,1
Nevada,52,New Mexico St,6,1
North Carolina,25,NC State,29,1
Oregon St,36,USC,7,1
South Florida,10,Pittsburgh,17,1
San Diego St,34,Utah,38,1
South Carolina,69,Troy,24,1
Vanderbilt,10,Tennessee,24,1
Texas Tech,64,Weber St,21,1
Tulsa,31,UTEP,28,1
Miami OH,23,Temple,3,1
Texas,17,Texas A&M,24,1
Akron,22,Buffalo,14,1
Alabama,27,Auburn,28,1
Oregon,48,Arizona,29,1
Arizona St,55,UCLA,34,1
Nevada,34,Boise St,31,1
Bowling Green,7,W Michigan,41,1
Toledo,42,C Michigan,31,1
Nebraska,45,Colorado,17,1
East Carolina,38,SMU,45,1
E Michigan,3,N Illinois,71,1
Kent,28,Ohio,6,1
Rutgers,13,Louisville,40,1
Pittsburgh,10,West Virginia,35,1
Tulsa,56,Southern Miss,50,1
Rice,28,UAB,23,1
Arkansas,31,LSU,23,0
Florida Intl,31,Arkansas St,24,1
Syracuse,7,Boston College,16,1
Utah,17,BYU,16,1
California,13,Washington,16,1
Memphis,17,UCF,37,1
Connecticut,38,Cincinnati,17,1
Clemson,7,South Carolina,29,1
Duke,19,North Carolina,24,1
Florida St,31,Florida,7,1
MTSU,38,FL Atlantic,14,1
Fresno St,23,Idaho,20,1
Georgia,42,Georgia Tech,34,1
New Mexico St,24,Hawaii,59,1
Texas Tech,35,Houston,20,1
Purdue,31,Indiana,34,1
Minnesota,27,Iowa,24,1
Missouri,35,Kansas,7,0
North Texas,41,Kansas St,49,1
Tennessee,24,Kentucky,14,1
San Jose St,38,Louisiana Tech,45,1
ULM,22,Louisiana,23,1
Marshall,38,Tulane,23,1
Maryland,38,NC State,31,1
Miami FL,20,South Florida,23,1
Ohio St,37,Michigan,7,1
Penn St,22,Michigan St,28,1
Mississippi,23,Mississippi St,31,1
San Diego St,48,UNLV,14,1
New Mexico,17,TCU,66,1
Wisconsin,70,Northwestern,23,1
USC,16,Notre Dame,20,1
Oklahoma St,41,Oklahoma,47,1
Stanford,38,Oregon St,0,1
Troy,28,WKU,14,1
Vanderbilt,13,Wake Forest,34,1
Virginia Tech,37,Virginia,7,1
Arizona,29,Arizona St,30,1
Fresno St,25,Illinois,23,1
Miami OH,26,N Illinois,21,0
Boise St,50,Utah St,14,1
Cincinnati,10,Pittsburgh,28,1
South Florida,16,Connecticut,19,1
FL Atlantic,7,Troy,44,1
Florida Intl,27,MTSU,28,1
Hawaii,59,UNLV,21,1
Idaho,26,San Jose St,23,1
Louisiana Tech,17,Nevada,35,1
Oregon St,20,Oregon,37,1
West Virginia,35,Rutgers,14,1
UCLA,14,USC,28,1
Washington St,28,Washington,35,1
Virginia Tech,44,Florida St,33,0
Auburn,56,South Carolina,17,0
UCF,17,SMU,7,1
Oklahoma,23,Nebraska,20,0
Navy,31,Army,17,0
N Illinois,40,Fresno St,17,0
Troy,48,Ohio,21,0
BYU,52,UTEP,24,0
Louisville,31,Southern Miss,28,0
Boise St,26,Utah,3,0
San Diego St,35,Navy,14,1
Hawaii,35,Tulsa,62,1
Florida Intl,34,Toledo,32,0
Air Force,14,Georgia Tech,7,0
Iowa,27,Missouri,24,0
NC State,23,West Virginia,7,0
Illinois,38,Baylor,14,0
Maryland,51,East Carolina,20,0
Oklahoma St,36,Arizona,10,0
Army,16,SMU,14,0
Syracuse,36,Kansas St,34,0
North Carolina,30,Tennessee,27,0
Washington,19,Nebraska,7,0
South Florida,31,Clemson,26,0
UCF,10,Georgia,6,0
Notre Dame,33,Miami FL,17,0
Florida St,26,South Carolina,17,0
Alabama,49,Michigan St,7,0
Florida,37,Penn St,24,0
Mississippi St,52,Michigan,14,0
Oklahoma,48,Connecticut,20,0
TCU,21,Wisconsin,19,0
Texas Tech,45,Northwestern,38,0
Stanford,40,Virginia Tech,12,0
Ohio St,31,Arkansas,26,0
Miami OH,35,MTSU,21,0
LSU,41,Texas A&M,24,0
Pittsburgh,27,Kentucky,10,0
Nevada,20,Boston College,13,0
Auburn,22,Oregon,19,0
