Home Team,Home Score,Away Team,Away Score,HomeAway Bool
Cincinnati,48,Duke,34,0
Baylor,49,UCLA,26,0
Ohio,45,ULM,14,0
Texas Tech,34,Minnesota,31,0
Virginia Tech,13,Rutgers,10,0
Arizona St,62,Navy,28,0
Rice,33,Air Force,14,0
Syracuse,38,West Virginia,14,0
Michigan St,17,TCU,16,0
Texas,31,Oregon St,27,0
Clemson,25,LSU,24,0
Georgia Tech,21,USC,7,0
Tulsa,31,Iowa St,17,0
Vanderbilt,38,NC State,24,1
Florida St,31,N Illinois,10,0
Georgia,45,Nebraska,31,0
Northwestern,34,Mississippi St,20,0
Oklahoma St,58,Purdue,14,0
South Carolina,33,Michigan,28,0
Stanford,20,Wisconsin,14,0
Louisville,33,Florida,23,0
Oregon,35,Kansas St,17,0
Texas A&M,41,Oklahoma,13,0
Mississippi,38,Pittsburgh,17,0
Arkansas St,17,Kent,13,0
Alabama,42,Notre Dame,14,0
