,Home Team,Home Score,Away Team,Away Score,HomeAway Bool
730,Clemson,40,Oklahoma,6,0
731,Arkansas,31,Texas,7,0
732,Notre Dame,31,LSU,28,0
733,Georgia,37,Louisville,14,0
734,Stanford,45,Maryland,21,0
735,TCU,42,Mississippi,3,0
736,Boise St,38,Arizona,30,0
737,Georgia Tech,49,Mississippi St,34,0
738,Oregon,59,Florida St,20,0
739,Ohio St,42,Alabama,35,0
740,Wisconsin,34,Auburn,31,0
741,Michigan St,42,Baylor,41,0
742,Missouri,33,Minnesota,17,0
743,Houston,35,Pittsburgh,34,0
744,Tennessee,45,Iowa,28,0
745,UCLA,40,Kansas St,35,0
746,Oklahoma St,30,Washington,22,0
747,Florida,28,East Carolina,20,0
748,Toledo,63,Arkansas St,44,0
749,Ohio St,42,Oregon,20,0
