Home Team,Home Score,Away Team,Away Score,HomeAway Bool
Arizona St,37,Missouri,30,1
Arkansas,52,New Mexico,3,0
Army,20,San Diego St,23,1
Arkansas St,47,Memphis,3,1
Akron,3,Temple,41,1
USC,23,Utah,14,1
SMU,28,UTEP,17,1
East Carolina,10,Virginia Tech,17,1
Duke,14,Stanford,44,1
Wyoming,45,Texas St,10,1
Buffalo,35,Stony Brook,7,1
Wisconsin,35,Oregon St,0,1
UCF,30,Boston College,3,1
Florida St,62,Charleston So,10,1
Auburn,41,Mississippi St,34,1
Bowling Green,58,Morgan St,13,1
Florida,39,UAB,0,1
E Michigan,14,Alabama St,7,1
Clemson,35,Wofford,27,1
Colorado,33,California,36,1
Air Force,19,TCU,35,1
Colorado St,33,N Colorado,14,1
Tulane,3,Tulsa,31,1
UCLA,27,San Jose St,17,1
Vanderbilt,24,Connecticut,21,1
Utah St,54,Weber St,17,1
LSU,49,Northwestern LA,3,1
Louisiana Tech,48,Cent Arkansas,42,1
South Florida,37,Ball St,7,1
Marshall,26,Southern Miss,20,1
Nebraska,42,Fresno St,29,1
Mississippi,42,S Illinois,24,1
Minnesota,21,New Mexico St,28,1
Michigan St,44,FL Atlantic,0,1
MTSU,21,Georgia Tech,49,1
Oregon,69,Nevada,20,1
Penn St,11,Alabama,27,1
Rice,24,Purdue,22,1
Pittsburgh,35,Maine,29,1
Northwestern,42,E Illinois,21,1
Ohio St,27,Toledo,22,1
Ohio,30,Gardner Webb,3,1
ULM,35,Grambling,7,1
North Texas,23,Houston,48,1
North Carolina,24,Rutgers,22,1
Georgia,42,South Carolina,45,1
Texas,17,BYU,16,1
Syracuse,21,Rhode Island,14,1
Tennessee,45,Cincinnati,23,1
WKU,14,Navy,40,1
W Michigan,38,Nicholls St,7,1
West Virginia,55,Norfolk St,12,1
Washington St,59,UNLV,7,1
Wake Forest,34,NC State,27,1
Washington,40,Hawaii,32,1
Indiana,31,Virginia,34,1
Illinois,56,S Dakota St,3,1
Idaho,44,North Dakota,14,1
Kansas,45,N Illinois,42,1
Iowa St,44,Iowa,41,1
Kent,12,Louisiana,20,1
Kentucky,27,C Michigan,13,1
Michigan,35,Notre Dame,31,1
Mississippi St,6,LSU,19,1
Connecticut,20,Iowa St,24,1
Toledo,15,Boise St,40,1
Colorado,28,Colorado St,14,0
Vanderbilt,30,Mississippi,7,1
UCLA,20,Texas,49,1
Tulsa,33,Oklahoma St,59,1
Cincinnati,59,Akron,14,1
Clemson,38,Auburn,24,1
BYU,10,Utah,54,1
Florida,33,Tennessee,23,1
California,63,Presbyterian,12,1
Fresno St,27,North Dakota,22,1
Baylor,48,SF Austin,0,1
Bowling Green,27,Wyoming,28,1
Boston College,19,Duke,20,1
Ball St,28,Buffalo,25,1
Florida St,13,Oklahoma,23,1
UAB,10,Tulane,49,1
Wisconsin,49,N Illinois,7,0
USC,38,Syracuse,17,1
South Carolina,24,Navy,21,1
San Jose St,14,Nevada,17,1
SMU,40,Northwestern LA,7,1
Alabama,41,North Texas,0,1
Arkansas,38,Troy,28,1
Army,21,Northwestern,14,1
Arizona,10,Stanford,37,1
Missouri,69,W Illinois,0,1
Nebraska,51,Washington,38,1
New Mexico,13,Texas Tech,59,1
UNLV,40,Hawaii,20,1
Michigan,31,E Michigan,3,1
Minnesota,29,Miami OH,23,1
Maryland,31,West Virginia,37,1
Memphis,27,Austin Peay,6,1
Miami FL,24,Ohio St,6,1
Florida Intl,17,UCF,10,1
South Florida,70,Florida A&M,17,1
Louisiana Tech,34,Houston,35,1
NC State,35,South Alabama,13,1
North Carolina,28,Virginia,17,1
New Mexico St,10,UTEP,16,1
Ohio,44,Marshall,7,1
Notre Dame,31,Michigan St,13,1
Purdue,59,SE Missouri St,0,1
San Diego St,42,Washington St,24,1
Oregon,56,Missouri St,7,1
Kentucky,17,Louisville,24,1
Indiana,38,S Carolina St,21,1
Kansas St,37,Kent,0,1
Illinois,17,Arizona St,14,1
Iowa,31,Pittsburgh,27,1
WKU,16,Indiana St,44,1
Wake Forest,48,Gardner Webb,5,1
Virginia Tech,26,Arkansas St,7,1
W Michigan,44,C Michigan,14,1
TCU,38,ULM,17,1
Temple,10,Penn St,14,1
Southern Miss,52,SE Louisiana,6,1
Louisiana,38,Nicholls St,21,1
Texas A&M,37,Idaho,7,1
Georgia Tech,66,Kansas,24,1
Georgia,59,Coastal Car,0,1
Cincinnati,44,NC State,14,1
BYU,24,UCF,17,1
Clemson,35,Florida St,30,1
Baylor,56,Rice,31,1
Boston College,45,Massachusetts,17,1
Utah St,34,Colorado St,35,1
Texas Tech,35,Nevada,34,1
Air Force,63,Tennessee St,24,1
Arizona St,43,USC,22,1
Arkansas St,53,Cent Arkansas,24,1
Alabama,38,Arkansas,14,1
Akron,36,VMI,13,1
San Jose St,34,New Mexico,24,1
South Carolina,21,Vanderbilt,3,1
Wyoming,14,Nebraska,38,1
Wisconsin,59,South Dakota,10,1
Duke,48,Tulane,27,1
East Carolina,28,UAB,23,1
Buffalo,3,Connecticut,17,1
Ball St,48,Army,21,1
Boise St,41,Tulsa,21,1
Auburn,30,FL Atlantic,14,1
Ohio St,37,Colorado,17,1
Oklahoma,38,Missouri,28,1
Penn St,34,E Michigan,6,1
Oregon St,19,UCLA,27,1
Rutgers,38,Ohio,26,1
Pittsburgh,12,Notre Dame,15,1
N Illinois,47,Cal Poly,30,1
New Mexico,45,Sam Houston St,48,1
North Texas,24,Indiana,21,1
Marshall,10,Virginia Tech,30,1
South Florida,52,UTEP,24,1
Florida Intl,31,Louisiana,36,1
Miami FL,24,Kansas St,28,1
Memphis,0,SMU,42,1
Miami OH,23,Bowling Green,37,1
Maryland,7,Temple,38,1
Minnesota,24,N Dakota St,37,1
Mississippi,13,Georgia,27,1
Michigan,28,San Diego St,7,1
Michigan St,45,C Michigan,7,1
UNLV,16,Southern Utah,41,1
Mississippi St,26,Louisiana Tech,20,1
Georgia Tech,35,North Carolina,28,1
Texas A&M,29,Oklahoma St,30,1
Syracuse,33,Toledo,30,1
Hawaii,56,UC Davis,14,1
TCU,55,Portland St,13,1
West Virginia,21,LSU,47,1
Houston,56,Georgia St,0,1
Troy,38,MTSU,35,1
Virginia,24,Southern Miss,30,1
Washington,31,California,23,1
Iowa,45,ULM,17,1
Idaho,24,Fresno St,48,1
Illinois,23,W Michigan,20,1
Kentucky,10,Florida,48,1
Kent,33,South Alabama,25,1
Arizona,31,Oregon,56,1
Pittsburgh,44,South Florida,17,1
UTEP,42,Houston,49,1
BYU,27,Utah St,24,1
C Michigan,48,N Illinois,41,1
Colorado,27,Washington St,31,1
Boston College,19,Wake Forest,27,1
Fresno St,28,Mississippi,38,1
Florida,10,Alabama,38,1
Colorado St,31,San Jose St,38,1
Connecticut,31,W Michigan,38,1
Utah,14,Washington,31,1
Tulsa,41,North Texas,24,1
Arizona St,35,Oregon St,20,1
Army,45,Tulane,6,1
South Carolina,13,Auburn,16,1
USC,48,Arizona,41,1
Boise St,30,Nevada,10,1
E Michigan,31,Akron,23,1
East Carolina,20,North Carolina,35,1
Wisconsin,48,Nebraska,17,1
Purdue,10,Notre Dame,38,1
Oklahoma,62,Ball St,6,1
NC State,35,Georgia Tech,45,1
New Mexico,28,New Mexico St,42,1
Ohio St,7,Michigan St,10,1
Ohio,17,Kent,10,1
Navy,34,Air Force,35,1
Michigan,58,Minnesota,0,1
MTSU,38,Memphis,31,1
Maryland,28,Towson,3,1
Miami FL,45,Bethune-Cookman,14,1
Miami OH,0,Cincinnati,27,1
Florida Intl,27,Duke,31,1
Louisville,13,Marshall,17,1
Louisiana Tech,26,Hawaii,44,1
LSU,35,Kentucky,7,1
Southern Miss,48,Rice,24,1
Kansas St,36,Baylor,35,1
Kansas,34,Texas Tech,45,1
Iowa St,14,Texas,37,1
Illinois,38,Northwestern,35,1
Indiana,10,Penn St,16,1
Virginia,21,Idaho,20,1
Virginia Tech,3,Clemson,23,1
Troy,24,UAB,23,1
West Virginia,55,Bowling Green,10,1
WKU,22,Arkansas St,26,1
TCU,33,SMU,40,1
Tennessee,41,Buffalo,10,1
Syracuse,16,Rutgers,19,1
Temple,13,Toledo,36,1
Louisiana,37,FL Atlantic,34,1
Stanford,45,UCLA,19,1
Arkansas,42,Texas A&M,38,0
Georgia,24,Mississippi St,10,1
MTSU,33,WKU,36,1
Oregon,43,California,15,1
Fresno St,7,Boise St,57,1
Baylor,49,Iowa St,26,1
Clemson,36,Boston College,14,1
BYU,29,San Jose St,16,1
UCLA,28,Washington St,25,1
Tulane,34,Syracuse,37,1
Utah,14,Arizona St,35,1
Utah St,63,Wyoming,19,1
Texas Tech,40,Texas A&M,45,1
Toledo,54,E Michigan,16,1
Buffalo,38,Ohio,37,1
UAB,3,Mississippi St,21,1
UCF,16,Marshall,6,1
Ball St,0,Temple,42,1
South Carolina,54,Kentucky,3,1
Akron,17,Florida Intl,27,1
Alabama,34,Vanderbilt,0,1
Arkansas,38,Auburn,14,1
Oklahoma,55,Texas,17,0
Oklahoma St,70,Kansas,28,1
Oregon St,37,Arizona,27,1
Penn St,13,Iowa,3,1
Purdue,45,Minnesota,17,1
Rice,28,Memphis,6,1
Rutgers,34,Pittsburgh,10,1
San Diego St,14,TCU,27,1
Notre Dame,59,Air Force,33,1
N Illinois,40,Kent,10,1
Northwestern,24,Michigan,42,1
ULM,19,Arkansas St,24,1
NC State,38,C Michigan,24,1
North Carolina,14,Louisville,7,1
North Texas,31,FL Atlantic,17,1
Navy,35,Southern Miss,63,1
Nebraska,34,Ohio St,27,1
Nevada,37,UNLV,0,1
LSU,41,Florida,11,1
Miami OH,35,Army,28,1
Georgia Tech,21,Maryland,16,1
Louisiana,31,Troy,17,1
Stanford,48,Colorado,7,1
Tennessee,12,Georgia,20,1
Houston,56,East Carolina,3,1
W Michigan,45,Bowling Green,21,1
West Virginia,43,Connecticut,16,1
Virginia Tech,38,Miami FL,35,1
Wake Forest,35,Florida St,30,1
Indiana,20,Illinois,41,1
Idaho,11,Louisiana Tech,24,1
Kansas St,24,Missouri,17,1
California,9,USC,30,1
Air Force,27,San Diego St,41,1
San Jose St,28,Hawaii,27,1
C Michigan,28,E Michigan,35,1
Cincinnati,25,Louisville,16,1
Bowling Green,21,Toledo,28,1
Fresno St,31,Utah St,21,1
Tulane,7,UTEP,44,1
Texas Tech,34,Kansas St,41,1
Colorado St,13,Boise St,63,1
Connecticut,16,South Florida,10,1
Vanderbilt,28,Georgia,33,1
Tulsa,37,UAB,20,1
Auburn,17,Florida,6,1
SMU,38,UCF,17,1
Wisconsin,59,Indiana,7,1
Wyoming,41,UNLV,14,1
Duke,16,Florida St,41,1
Memphis,17,East Carolina,35,1
Maryland,45,Clemson,56,1
Marshall,24,Rice,20,1
FL Atlantic,0,WKU,20,1
Nevada,49,New Mexico,7,1
Missouri,52,Iowa St,17,1
Michigan St,28,Michigan,14,1
Mississippi,7,Alabama,52,1
Mississippi St,12,South Carolina,14,1
North Carolina,24,Miami FL,30,1
New Mexico St,31,Idaho,24,1
N Illinois,51,W Michigan,22,1
Ohio,20,Ball St,23,1
Rutgers,21,Navy,20,1
Penn St,23,Purdue,18,1
Pittsburgh,14,Utah,26,1
Oregon St,28,BYU,38,1
Oregon,41,Arizona St,27,1
Kansas,17,Oklahoma,47,1
Kent,3,Miami OH,9,1
Illinois,7,Ohio St,17,1
Iowa,41,Northwestern,31,1
Wake Forest,17,Virginia Tech,38,1
Virginia,24,Georgia Tech,21,1
Washington,52,Colorado,24,1
Washington St,14,Stanford,44,1
Troy,10,ULM,38,1
Tennessee,7,LSU,38,1
Temple,34,Buffalo,0,1
Louisiana,30,North Texas,10,1
Texas A&M,55,Baylor,28,1
Texas,26,Oklahoma St,38,1
Arkansas St,34,Florida Intl,16,1
Arizona,48,UCLA,12,1
UAB,26,UCF,24,1
Louisville,16,Rutgers,14,1
Syracuse,49,West Virginia,23,1
FL Atlantic,14,MTSU,38,1
South Florida,34,Cincinnati,37,1
LSU,45,Auburn,10,1
Miami FL,24,Georgia Tech,7,1
Mississippi,24,Arkansas,29,1
Minnesota,14,Nebraska,41,1
Michigan St,37,Wisconsin,31,1
Missouri,24,Oklahoma St,45,1
Navy,35,East Carolina,38,1
Nevada,45,Fresno St,38,1
Oklahoma,38,Texas Tech,41,1
Oregon St,44,Washington St,21,0
Rice,20,Tulsa,38,1
Purdue,21,Illinois,14,1
Northwestern,24,Penn St,34,1
North Texas,38,ULM,21,1
Alabama,37,Tennessee,6,1
Akron,20,Ohio,37,1
Duke,23,Wake Forest,24,1
Buffalo,30,N Illinois,31,1
Ball St,31,C Michigan,27,1
Florida St,41,Maryland,16,1
Boise St,37,Air Force,26,1
Tulane,17,Memphis,33,1
Utah St,17,Louisiana Tech,24,1
Clemson,59,North Carolina,38,1
Toledo,49,Miami OH,28,1
E Michigan,14,W Michigan,10,1
Bowling Green,13,Temple,10,1
BYU,56,Idaho St,3,1
Colorado,2,Oregon,45,1
California,34,Utah,10,1
Stanford,65,Washington,21,1
Hawaii,45,New Mexico St,34,1
Virginia,14,NC State,28,1
TCU,69,New Mexico,0,1
WKU,42,Louisiana,23,1
Vanderbilt,44,Army,21,1
Virginia Tech,30,Boston College,14,1
Iowa St,17,Texas A&M,33,1
Iowa,45,Indiana,24,1
Houston,63,Marshall,28,1
UTEP,31,Colorado St,17,1
Southern Miss,27,SMU,3,1
Kentucky,38,Jacksonville St,14,1
Kansas,21,Kansas St,59,1
Notre Dame,17,USC,31,1
Florida Intl,23,Troy,20,1
Pittsburgh,35,Connecticut,20,1
Miami FL,21,Virginia,28,1
Houston,73,Rice,34,1
TCU,38,BYU,28,0
UTEP,13,Southern Miss,31,1
W Michigan,45,Ball St,35,1
Washington,42,Arizona,31,1
Kansas St,17,Oklahoma,58,1
Kent,27,Bowling Green,15,1
Kentucky,16,Mississippi St,28,1
Idaho,14,Hawaii,16,1
Indiana,38,Northwestern,59,1
Tennessee,3,South Carolina,14,1
Texas A&M,31,Missouri,38,1
Texas,43,Kansas,0,1
Georgia Tech,31,Clemson,17,1
Miami OH,41,Buffalo,13,1
Marshall,59,UAB,14,1
Maryland,17,Boston College,28,1
Louisville,27,Syracuse,10,1
Louisiana Tech,38,San Jose St,28,1
UNLV,38,Colorado St,35,1
Nebraska,24,Michigan St,3,1
New Mexico,0,Air Force,42,1
Minnesota,22,Iowa,21,1
MTSU,20,Louisiana,45,1
Michigan,36,Purdue,14,1
Rutgers,31,West Virginia,41,1
San Diego St,27,Wyoming,30,1
Penn St,10,Illinois,7,1
Oklahoma St,59,Baylor,24,1
Oregon,43,Washington St,28,1
Ohio St,33,Wisconsin,29,1
Notre Dame,56,Navy,14,1
ULM,28,WKU,31,1
New Mexico St,34,Nevada,48,1
North Carolina,49,Wake Forest,24,1
Texas Tech,7,Iowa St,41,1
Vanderbilt,28,Arkansas,31,1
Utah,27,Oregon St,8,1
Tulsa,38,SMU,7,1
UCLA,31,California,14,1
UCF,41,Memphis,0,1
Florida St,34,NC State,0,1
Auburn,41,Mississippi,23,1
Duke,10,Virginia Tech,14,1
East Carolina,34,Tulane,13,1
Akron,22,C Michigan,23,1
USC,48,Stanford,56,1
Arizona St,48,Colorado,14,1
Army,55,Fordham,0,1
Arkansas St,37,North Texas,14,1
Georgia,24,Florida,20,0
Toledo,60,N Illinois,63,1
Ohio,35,Temple,31,1
Miami OH,35,Akron,3,1
Boston College,7,Florida St,38,1
UCF,17,Tulsa,24,1
Kent,24,C Michigan,21,1
Colorado,17,USC,42,1
Kentucky,30,Mississippi,13,1
Iowa,24,Michigan,16,1
Iowa St,13,Kansas,10,1
Washington,17,Oregon,34,1
Wake Forest,17,Notre Dame,24,1
WKU,10,Florida Intl,9,1
West Virginia,35,Louisville,38,1
Hawaii,31,Utah St,35,1
Georgia,63,New Mexico St,16,1
Texas,52,Texas Tech,20,1
Tennessee,24,MTSU,0,1
Louisiana,36,ULM,35,1
Baylor,42,Missouri,39,1
E Michigan,31,Ball St,33,1
Florida,26,Vanderbilt,21,1
Fresno St,21,Louisiana Tech,41,1
California,30,Washington St,7,1
Connecticut,28,Syracuse,21,1
Air Force,24,Army,14,1
UCLA,29,Arizona St,28,1
Arkansas,44,South Carolina,28,1
Alabama,6,LSU,9,1
Arizona,21,Utah,34,1
SMU,45,Tulane,24,1
East Carolina,28,Southern Miss,48,1
Wisconsin,62,Purdue,17,1
Wyoming,20,TCU,31,1
UAB,13,Houston,56,1
Miami FL,49,Duke,14,1
Maryland,13,Virginia,31,1
FL Atlantic,21,Arkansas St,39,1
Michigan St,31,Minnesota,24,1
Mississippi St,55,TN Martin,17,1
Nebraska,25,Northwestern,28,1
Navy,42,Troy,14,1
Oklahoma,41,Texas A&M,25,1
Ohio St,34,Indiana,20,1
UNLV,21,Boise St,48,1
NC State,13,North Carolina,0,1
Oklahoma St,52,Kansas St,45,1
Oregon St,13,Stanford,38,1
Pittsburgh,23,Cincinnati,26,1
San Jose St,29,Idaho,32,1
San Diego St,35,New Mexico,7,1
Rutgers,20,South Florida,17,1
Rice,41,UTEP,37,1
Toledo,66,W Michigan,63,1
Bowling Green,14,N Illinois,45,1
Temple,24,Miami OH,21,1
C Michigan,28,Ohio,43,1
Georgia Tech,26,Virginia Tech,37,1
Tulane,17,Houston,73,1
Syracuse,17,South Florida,37,1
Stanford,30,Oregon,53,1
Georgia,45,Auburn,7,1
UTEP,22,East Carolina,17,1
Troy,33,North Texas,38,1
Washington St,37,Arizona St,27,1
Virginia,31,Duke,21,1
Iowa,21,Michigan St,37,1
Illinois,14,Michigan,31,1
Southern Miss,30,UCF,29,1
Kansas St,53,Texas A&M,50,1
Kansas,30,Baylor,31,1
California,23,Oregon St,6,1
BYU,42,Idaho,7,1
Colorado,48,Arizona,29,1
Cincinnati,21,West Virginia,24,1
Clemson,31,Wake Forest,28,1
Boston College,14,NC State,10,1
Texas Tech,6,Oklahoma St,66,1
Air Force,17,Wyoming,25,1
Colorado St,15,San Diego St,18,1
Tulsa,59,Marshall,17,1
Utah,31,UCLA,6,1
Vanderbilt,38,Kentucky,8,1
Utah St,34,San Jose St,33,1
Boise St,35,TCU,36,1
Florida St,23,Miami FL,19,1
E Michigan,30,Buffalo,17,1
SMU,17,Navy,24,1
USC,40,Washington,17,1
South Carolina,17,Florida,12,1
Akron,3,Kent,35,1
Arkansas,49,Tennessee,7,1
Arkansas St,30,Louisiana,21,1
Rutgers,27,Army,12,0
Purdue,26,Ohio St,23,1
Penn St,14,Nebraska,17,1
ULM,42,MTSU,14,1
New Mexico St,48,Fresno St,45,1
Northwestern,28,Rice,6,1
Missouri,17,Texas,5,1
New Mexico,21,UNLV,14,1
Nevada,42,Hawaii,28,1
Mississippi,7,Louisiana Tech,27,1
Mississippi St,7,Alabama,24,1
Minnesota,13,Wisconsin,42,1
Louisville,14,Pittsburgh,21,1
Florida Intl,41,FL Atlantic,7,1
LSU,42,WKU,9,1
Notre Dame,45,Maryland,21,0
Memphis,35,UAB,41,1
N Illinois,41,Ball St,38,1
Miami OH,21,W Michigan,24,1
Bowling Green,28,Ohio,29,1
Virginia Tech,24,North Carolina,21,1
UAB,34,Southern Miss,31,1
Memphis,22,Marshall,23,1
C Michigan,17,Toledo,44,1
Iowa St,37,Oklahoma St,31,1
BYU,42,New Mexico St,7,1
Baylor,45,Oklahoma,38,1
Florida,54,Furman,32,1
UCLA,45,Colorado,6,1
Air Force,45,UNLV,17,1
Connecticut,20,Louisville,34,1
Auburn,35,Samford,16,1
Arkansas,44,Mississippi St,17,0
Arizona St,27,Arizona,31,1
Alabama,45,Ga Southern,21,1
South Carolina,41,Citadel,20,1
East Carolina,38,UCF,31,1
Wyoming,31,New Mexico,10,1
Duke,31,Georgia Tech,38,1
Florida St,13,Virginia,14,1
Buffalo,51,Akron,10,1
South Florida,3,Miami FL,6,1
Mississippi,3,LSU,52,1
MTSU,19,Arkansas St,45,1
Michigan,45,Nebraska,17,1
Michigan St,55,Indiana,3,1
Nevada,20,Louisiana Tech,24,1
Missouri,31,Texas Tech,27,1
Northwestern,28,Minnesota,13,1
Ohio St,14,Penn St,20,1
Notre Dame,16,Boston College,14,1
NC State,37,Clemson,13,1
ULM,17,Florida Intl,28,1
North Texas,21,WKU,31,1
Oregon St,38,Washington,21,1
Oregon,35,USC,38,1
Purdue,21,Iowa,31,1
Rice,19,Tulane,7,1
Rutgers,20,Cincinnati,3,1
San Diego St,35,Boise St,52,1
San Jose St,27,Navy,24,1
Wake Forest,31,Maryland,10,1
Washington St,27,Utah,30,1
Troy,34,FL Atlantic,7,1
UTEP,28,Tulsa,57,1
TCU,34,Colorado St,10,1
Kent,28,E Michigan,22,1
Illinois,17,Wisconsin,28,1
Houston,37,SMU,7,1
Idaho,42,Utah St,49,1
Hawaii,21,Fresno St,24,1
Texas,13,Kansas St,17,1
Texas A&M,61,Kansas,7,1
Georgia,19,Kentucky,10,1
Stanford,31,California,28,1
Temple,42,Army,14,1
Tennessee,27,Vanderbilt,21,1
Ohio,21,Miami OH,14,1
Texas A&M,25,Texas,27,1
Temple,34,Kent,16,1
West Virginia,21,Pittsburgh,20,1
W Michigan,68,Akron,19,1
N Illinois,18,E Michigan,12,1
South Florida,24,Louisville,34,1
Buffalo,28,Bowling Green,42,1
Ball St,28,Toledo,45,1
LSU,41,Arkansas,17,1
Miami FL,17,Boston College,24,1
Nebraska,20,Iowa,7,1
UCF,31,UTEP,14,1
Arizona St,38,California,47,1
Utah,14,Colorado,17,1
Tulsa,16,Houston,48,1
Louisiana Tech,44,New Mexico St,0,1
FL Atlantic,38,UAB,35,1
Marshall,34,East Carolina,27,1
Michigan,40,Ohio St,34,1
Mississippi St,31,Mississippi,3,1
UNLV,14,San Diego St,31,1
MTSU,18,Florida Intl,31,1
Minnesota,27,Illinois,7,1
Northwestern,17,Michigan St,31,1
NC State,56,Maryland,41,1
North Carolina,37,Duke,21,1
Oregon,49,Oregon St,21,1
Boise St,36,Wyoming,14,1
Wisconsin,45,Penn St,7,1
South Carolina,34,Clemson,13,1
USC,50,UCLA,0,1
SMU,27,Rice,24,1
Arizona,45,Louisiana,37,1
Auburn,14,Alabama,42,1
Connecticut,40,Rutgers,22,1
Utah St,21,Nevada,17,1
Florida,7,Florida St,21,1
Fresno St,24,San Jose St,27,1
Baylor,66,Texas Tech,42,0
Colorado St,21,Air Force,45,1
WKU,41,Troy,18,1
Washington,38,Washington St,21,1
Wake Forest,7,Vanderbilt,41,1
Virginia,0,Virginia Tech,38,1
Indiana,25,Purdue,33,1
Kentucky,10,Tennessee,7,1
Missouri,24,Kansas,10,0
Southern Miss,44,Memphis,7,1
Syracuse,13,Cincinnati,30,1
Stanford,28,Notre Dame,14,1
Hawaii,35,Tulane,23,1
Georgia Tech,17,Georgia,31,1
Oklahoma,26,Iowa St,6,1
South Florida,27,West Virginia,30,1
N Illinois,23,Ohio,20,0
Oregon,49,UCLA,31,1
FL Atlantic,0,ULM,26,1
Nevada,56,Idaho,3,1
Oklahoma St,44,Oklahoma,10,1
Pittsburgh,33,Syracuse,20,1
San Diego St,35,Fresno St,28,1
New Mexico St,21,Utah St,24,1
North Texas,59,MTSU,7,1
Cincinnati,35,Connecticut,27,1
Baylor,48,Texas,24,1
Colorado St,19,Wyoming,22,1
Arkansas St,45,Troy,14,1
Boise St,45,New Mexico,0,1
Hawaii,20,BYU,41,1
TCU,56,UNLV,9,1
Kansas St,30,Iowa St,23,1
Houston,28,Southern Miss,49,1
LSU,42,Georgia,10,0
Clemson,38,Virginia Tech,10,0
Wisconsin,42,Michigan St,39,0
Navy,27,Army,21,1
Louisiana,32,San Diego St,30,0
Ohio,24,Utah St,23,0
Temple,37,Wyoming,15,0
Marshall,20,Florida Intl,10,0
TCU,31,Louisiana Tech,24,0
Boise St,56,Arizona St,24,0
Southern Miss,24,Nevada,17,0
Missouri,41,North Carolina,24,0
NC State,31,Louisville,24,0
Purdue,37,W Michigan,32,0
Texas,21,California,10,0
Toledo,42,Air Force,41,0
Baylor,67,Washington,56,0
Florida St,18,Notre Dame,14,0
Mississippi St,23,Wake Forest,17,0
Oklahoma,31,Iowa,14,0
Rutgers,27,Iowa St,13,0
BYU,24,Tulsa,21,0
Auburn,43,Virginia,24,0
Texas A&M,33,Northwestern,22,0
Illinois,20,UCLA,14,0
Utah,30,Georgia Tech,27,0
Cincinnati,31,Vanderbilt,24,0
Florida,24,Ohio St,17,0
Michigan St,33,Georgia,30,0
Houston,30,Penn St,14,0
Oregon,45,Wisconsin,38,0
South Carolina,30,Nebraska,13,0
Oklahoma St,41,Stanford,38,0
Michigan,23,Virginia Tech,20,0
West Virginia,70,Clemson,33,0
Arkansas,29,Kansas St,16,0
SMU,28,Pittsburgh,6,0
N Illinois,38,Arkansas St,20,0
Alabama,21,LSU,0,0
