Home Team,Home Score,Away Team,Away Score,HomeAway Bool
UAB,28,UTEP,7,1
Air Force,38,Utah St,35,1
Arizona St,42,Arizona,30,1
New Mexico St,17,Idaho,10,1
Utah,34,Colorado,13,1
Nevada,23,UNLV,16,1
Oregon,69,Oregon St,10,1
San Jose St,20,Wyoming,17,1
Stanford,38,Notre Dame,20,1
Washington,41,Washington St,14,1
Fresno St,28,Boise St,17,1
Hawaii,20,BYU,30,1
USC,31,Stanford,28,0
Appalachian St,63,Louisiana,14,1
Coastal Car,28,Ga Southern,17,1
Georgia St,10,Idaho,24,1
Arkansas St,25,Troy,32,1
New Mexico St,22,South Alabama,17,1
Florida Intl,63,Massachusetts,45,1
Florida St,42,ULM,10,1
UCF,62,Memphis,55,1
Clemson,38,Miami FL,3,0
FL Atlantic,41,North Texas,17,1
Georgia,28,Auburn,7,0
Toledo,45,Akron,28,0
Ohio St,27,Wisconsin,21,0
Oklahoma,41,TCU,17,0
Boise St,17,Fresno St,14,1
Army,14,Navy,13,0
Troy,50,North Texas,30,0
Georgia St,27,WKU,17,0
Boise St,38,Oregon,28,0
Marshall,31,Colorado St,28,0
MTSU,35,Arkansas St,30,0
FL Atlantic,50,Akron,3,1
Louisiana Tech,51,SMU,10,0
Temple,28,Florida Intl,3,0
Ohio,41,UAB,6,0
Wyoming,37,C Michigan,14,0
South Florida,38,Texas Tech,34,0
Army,42,San Diego St,35,0
Appalachian St,34,Toledo,0,0
Fresno St,33,Houston,27,0
Utah,30,West Virginia,14,0
Duke,36,N Illinois,14,0
Kansas St,35,UCLA,17,0
Florida St,42,Southern Miss,13,0
Iowa,27,Boston College,20,0
Purdue,38,Arizona,35,0
Texas,33,Missouri,16,0
Navy,49,Virginia,7,1
Oklahoma St,30,Virginia Tech,21,0
TCU,39,Stanford,37,0
Michigan St,42,Washington St,17,0
Wake Forest,55,Texas A&M,52,0
NC State,52,Arizona St,31,0
Northwestern,24,Kentucky,23,0
New Mexico St,26,Utah St,20,0
Ohio St,24,USC,7,0
Mississippi St,31,Louisville,27,0
Memphis,20,Iowa St,21,1
Penn St,35,Washington,28,0
Miami FL,24,Wisconsin,34,1
South Carolina,26,Michigan,19,0
UCF,34,Auburn,27,0
Notre Dame,21,LSU,17,0
Georgia,54,Oklahoma,48,0
Alabama,24,Clemson,6,0
Alabama,26,Georgia,23,0
