Home Team,Home Score,Away Team,Away Score,HomeAway Bool
Washington St,13,Washington,31,1
San Diego St,38,San Jose,7,1
Ga Southern,22,ULM,16,1
East Carolina,30,UCF,32,1
N Illinois,51,Bowling Green,17,0
Oregon,51,Arizona,13,0
Cincinnati,38,Houston,31,1
Connecticut,20,SMU,27,1
Baylor,38,Kansas St,27,1
TCU,55,Iowa St,3,1
Tulane,3,Temple,10,1
Oklahoma,35,Oklahoma St,38,1
Alabama,42,Missouri,13,0
Boise St,28,Fresno St,14,1
Florida St,37,Georgia Tech,35,0
Marshall,26,Louisiana Tech,23,1
Ohio St,59,Wisconsin,0,0
Navy,17,Army,10,0
Louisiana,16,Nevada,3,0
Utah St,21,UTEP,6,0
Utah,45,Colorado St,10,0
Air Force,38,W Michigan,24,0
Bowling Green,33,South Alabama,28,0
Memphis,55,BYU,48,0
Marshall,52,N Illinois,23,0
San Diego St,16,Navy,17,1
WKU,49,C Michigan,48,0
Rice,30,Fresno St,6,0
Louisiana Tech,35,Illinois,18,0
Rutgers,40,North Carolina,21,0
NC State,34,UCF,27,0
Virginia Tech,33,Cincinnati,17,0
Arizona St,36,Duke,31,0
South Carolina,24,Miami FL,21,0
Penn St,31,Boston College,30,0
USC,45,Nebraska,42,0
Texas A&M,45,West Virginia,37,0
Clemson,40,Oklahoma,6,0
Arkansas,31,Texas,7,0
Notre Dame,31,LSU,28,0
Georgia,37,Louisville,14,0
Stanford,45,Maryland,21,0
TCU,42,Mississippi,3,0
Boise St,38,Arizona,30,0
Georgia Tech,49,Mississippi St,34,0
Oregon,59,Florida St,20,0
Ohio St,42,Alabama,35,0
Wisconsin,34,Auburn,31,0
Michigan St,42,Baylor,41,0
Missouri,33,Minnesota,17,0
Houston,35,Pittsburgh,34,0
Tennessee,45,Iowa,28,0
UCLA,40,Kansas St,35,0
Oklahoma St,30,Washington,22,0
Florida,28,East Carolina,20,0
Toledo,63,Arkansas St,44,0
Ohio St,42,Oregon,20,0
