,Home Team,Home Score,Away Team,Away Score,HomeAway Bool
85,UCLA,56,Hawaii,23,1
86,USC,42,Stanford,24,1
87,Washington St,47,Boise St,44,1
88,Louisiana Tech,21,Mississippi St,57,1
89,Notre Dame,19,Georgia,20,1
90,Boise St,28,New Mexico,14,1
91,South Florida,47,Illinois,23,1
92,Temple,29,Massachusetts,21,1
93,UTEP,16,Arizona,63,1
94,Akron,14,Iowa St,41,1
95,Boston College,20,Notre Dame,49,1
96,Duke,34,Baylor,20,1
97,East Carolina,17,Virginia Tech,64,1
98,Florida,26,Tennessee,20,1
99,Louisville,21,Clemson,47,1
100,Marshall,21,Kent,0,1
101,Miami OH,17,Cincinnati,21,1
102,Michigan,29,Air Force,13,1
103,Ohio,42,Kansas,30,1
104,Ohio St,38,Army,7,1
105,Old Dominion,23,North Carolina,53,1
106,Penn St,56,Georgia St,0,1
107,Pittsburgh,21,Oklahoma St,59,1
108,South Carolina,13,Kentucky,23,1
109,Syracuse,41,C Michigan,17,1
110,Toledo,54,Tulsa,51,1
111,Virginia,38,Connecticut,18,1
112,Wake Forest,46,Utah St,10,1
113,Alabama,41,Colorado St,23,1
114,Houston,38,Rice,3,1
115,Iowa,31,North Texas,14,1
116,ULM,17,Southern Miss,28,1
117,Memphis,48,UCLA,45,1
118,Minnesota,34,MTSU,3,1
119,Mississippi St,37,LSU,7,1
120,Missouri,3,Purdue,35,1
121,Nebraska,17,N Illinois,21,1
122,Northwestern,49,Bowling Green,7,1
123,Oklahoma,56,Tulane,14,1
124,TCU,56,SMU,36,1
125,Texas A&M,45,Louisiana,21,1
126,Texas St,13,Appalachian St,20,1
127,Texas Tech,52,Arizona St,45,1
128,UAB,30,Coastal Car,23,1
129,Vanderbilt,14,Kansas St,7,1
130,WKU,22,Louisiana Tech,23,1
131,BYU,6,Wisconsin,40,1
132,New Mexico St,24,Troy,27,1
133,Utah,54,San Jose St,16,1
134,California,27,Mississippi,16,1
135,USC,27,Texas,24,1
136,Washington,48,Fresno St,16,1
137,Washington St,52,Oregon St,23,1
138,Wyoming,13,Oregon,49,1
139,San Diego St,20,Stanford,17,1
140,South Florida,43,Temple,7,1
141,Arizona,24,Utah,30,1
142,Boise St,23,Virginia,42,1
143,Appalachian St,19,Wake Forest,20,1
144,Buffalo,34,FL Atlantic,31,1
145,C Michigan,14,Miami OH,31,1
146,Charlotte,0,Georgia St,28,1
147,Clemson,34,Boston College,7,1
148,E Michigan,20,Ohio,27,1
149,Florida St,21,NC State,27,1
150,Georgia,31,Mississippi St,3,1
151,Georgia Tech,35,Pittsburgh,17,1
152,Indiana,52,Ga Southern,17,1
153,Kentucky,27,Florida,28,1
154,Louisville,42,Kent,3,1
155,Maryland,10,UCF,38,1
156,Miami FL,52,Toledo,30,1
157,Michigan St,18,Notre Dame,38,1
158,Navy,42,Cincinnati,32,1
159,North Carolina,17,Duke,27,1
160,Ohio St,54,UNLV,21,1
161,Purdue,10,Michigan,28,1
162,South Carolina,17,Louisiana Tech,16,1
163,Tennessee,17,Massachusetts,13,1
164,Virginia Tech,38,Old Dominion,0,1
165,Baylor,41,Oklahoma,49,1
166,Houston,24,Texas Tech,27,1
167,Iowa,19,Penn St,21,1
168,Kansas,34,West Virginia,56,1
169,LSU,35,Syracuse,26,1
170,Louisiana,50,ULM,56,1
171,MTSU,24,Bowling Green,13,1
172,Missouri,14,Auburn,51,1
173,Nebraska,27,Rutgers,17,1
174,North Texas,46,UAB,43,1
175,Oklahoma St,31,TCU,44,1
176,Rice,7,Florida Intl,13,1
177,SMU,44,Arkansas St,21,1
178,Texas A&M,50,Arkansas,43,0
179,Texas St,14,UT San Antonio,44,1
180,Troy,22,Akron,17,1
181,Tulane,21,Army,17,1
182,Tulsa,13,New Mexico,16,1
183,Vanderbilt,0,Alabama,59,1
184,WKU,33,Ball St,21,1
185,Colorado,10,Washington,37,1
186,New Mexico St,41,UTEP,14,1
187,Wyoming,28,Hawaii,21,1
188,Arizona St,37,Oregon,35,1
189,California,20,USC,30,1
190,San Jose St,10,Utah St,61,1
191,Stanford,58,UCLA,34,1
192,Washington St,45,Nevada,7,1
193,Air Force,24,San Diego St,28,1
194,Connecticut,38,East Carolina,41,1
195,Iowa St,7,Texas,17,1
196,Duke,6,Miami FL,31,1
197,Illinois,6,Nebraska,28,1
198,Washington St,30,USC,27,1
199,Utah St,40,BYU,24,1
200,Boston College,28,C Michigan,8,1
201,Bowling Green,23,Akron,34,1
202,Cincinnati,21,Marshall,38,1
203,East Carolina,31,South Florida,61,1
204,Florida Intl,30,Charlotte,29,1
205,Florida,38,Vanderbilt,24,1
206,FL Atlantic,38,MTSU,20,1
207,Georgia Tech,33,North Carolina,7,1
208,Kent,13,Buffalo,27,1
209,Kentucky,24,E Michigan,20,1
210,Massachusetts,50,Ohio,58,1
211,Michigan St,17,Iowa,10,1
212,NC State,33,Syracuse,25,1
213,Penn St,45,Indiana,14,1
214,Pittsburgh,42,Rice,10,1
215,Rutgers,0,Ohio St,56,1
216,Temple,13,Houston,20,1
217,Tennessee,0,Georgia,41,1
218,Virginia Tech,17,Clemson,31,1
219,Wake Forest,19,Florida St,26,1
220,W Michigan,55,Ball St,3,1
221,Alabama,66,Mississippi,3,1
222,Arkansas,42,New Mexico St,24,1
223,Auburn,49,Mississippi St,10,1
224,Kansas St,33,Baylor,20,1
225,LSU,21,Troy,24,1
226,Louisiana Tech,34,South Alabama,16,1
227,ULM,51,Coastal Car,43,1
228,Minnesota,24,Maryland,31,1
229,SMU,49,Connecticut,28,1
230,Southern Miss,28,North Texas,43,1
231,Texas A&M,24,South Carolina,17,1
232,Texas Tech,34,Oklahoma St,41,1
233,Tulsa,21,Navy,31,1
234,Wisconsin,33,Northwestern,24,1
235,Wyoming,45,Texas St,10,1
236,Fresno St,41,Nevada,21,1
237,Oregon,45,California,24,1
238,Oregon St,7,Washington,42,1
239,Stanford,34,Arizona St,24,1
240,UCLA,27,Colorado,23,1
241,UNLV,41,San Jose St,13,1
242,Army,35,UTEP,21,1
243,Notre Dame,52,Miami OH,17,1
244,Hawaii,21,Colorado St,51,1
245,New Mexico,56,Air Force,38,1
246,San Diego St,34,N Illinois,28,1
247,UCF,40,Memphis,13,1
248,Ga Southern,25,Arkansas St,43,1
249,NC State,39,Louisville,25,1
250,Connecticut,31,Memphis,70,1
251,BYU,7,Boise St,24,1
252,Florida St,20,Miami FL,24,1
253,Akron,31,Ball St,3,1
254,Boston College,10,Virginia Tech,23,1
255,Buffalo,68,W Michigan,71,1
256,Charlotte,3,Marshall,14,1
257,Cincinnati,23,UCF,51,1
258,Clemson,28,Wake Forest,14,1
259,Coastal Car,21,Georgia St,27,1
260,East Carolina,10,Temple,34,1
261,Florida,16,LSU,17,1
262,Kentucky,40,Missouri,34,1
263,Miami OH,29,Bowling Green,37,1
264,Michigan,10,Michigan St,14,1
265,Navy,48,Air Force,45,1
266,North Carolina,10,Notre Dame,33,1
267,Ohio,23,C Michigan,26,1
268,Ohio St,62,Maryland,14,1
269,Old Dominion,28,FL Atlantic,58,1
270,Purdue,31,Minnesota,17,1
271,South Carolina,48,Arkansas,22,1
272,Syracuse,27,Pittsburgh,24,1
273,Toledo,20,E Michigan,15,1
274,Virginia,28,Duke,21,1
275,Appalachian St,45,New Mexico St,31,1
276,Auburn,44,Mississippi,23,1
277,Iowa,45,Illinois,16,1
278,Kansas,19,Texas Tech,65,1
279,MTSU,37,Florida Intl,17,1
280,Nebraska,17,Wisconsin,38,1
281,N Illinois,24,Kent,3,1
282,Northwestern,7,Penn St,31,1
283,Oklahoma,31,Iowa St,38,1
284,Rice,12,Army,49,1
285,Houston,35,SMU,22,1
286,TCU,31,West Virginia,24,1
287,Texas,40,Kansas St,34,1
288,Texas A&M,19,Alabama,27,1
289,Texas St,27,ULM,45,1
290,Tulane,62,Tulsa,28,1
291,UAB,23,Louisiana Tech,22,1
292,UT San Antonio,29,Southern Miss,31,1
293,Vanderbilt,14,Georgia,45,1
294,Colorado,42,Arizona,45,1
295,UTEP,14,WKU,15,1
296,Utah,20,Stanford,23,1
297,Utah St,14,Colorado St,27,1
298,Oregon,10,Washington St,33,1
299,San Jose St,10,Fresno St,27,1
300,UNLV,10,San Diego St,41,1
301,USC,38,Oregon St,10,1
302,Washington,38,California,7,1
303,Nevada,35,Hawaii,21,1
304,Troy,8,South Alabama,19,1
305,Louisiana,24,Texas St,7,1
306,Syracuse,27,Clemson,24,1
307,California,37,Washington St,3,1
308,Miami FL,25,Georgia Tech,24,1
309,Army,28,E Michigan,27,1
310,Bowling Green,30,Ohio,48,1
311,Buffalo,13,N Illinois,14,1
312,C Michigan,10,Toledo,30,1
313,Duke,10,Florida St,17,1
314,Florida Intl,23,Tulane,10,1
315,Florida,17,Texas A&M,19,1
316,Georgia,53,Missouri,28,1
317,Indiana,20,Michigan,27,1
318,Kent,17,Miami OH,14,1
319,Louisville,42,Boston College,45,1
320,Marshall,35,Old Dominion,3,1
321,Maryland,21,Northwestern,37,1
322,North Carolina,14,Virginia,20,1
323,Pittsburgh,17,NC State,35,1
324,Temple,24,Connecticut,28,1
325,Tennessee,9,South Carolina,15,1
326,UCF,63,East Carolina,21,1
327,West Virginia,46,Texas Tech,35,1
328,Alabama,41,Arkansas,9,1
329,Arkansas St,51,Coastal Car,17,1
330,Illinois,24,Rutgers,35,1
331,Iowa St,45,Kansas,0,1
332,Kansas St,6,TCU,26,1
333,LSU,27,Auburn,23,1
334,ULM,37,Georgia St,47,1
335,Memphis,30,Navy,27,1
336,Minnesota,27,Michigan St,30,1
337,Mississippi St,35,BYU,10,1
338,Nebraska,14,Ohio St,56,1
339,North Texas,29,UT San Antonio,26,1
340,Oklahoma,29,Texas,24,0
341,Oklahoma St,59,Baylor,16,1
342,Mississippi,57,Vanderbilt,35,1
343,Southern Miss,24,UTEP,0,1
344,Tulsa,45,Houston,17,1
345,UAB,25,MTSU,23,1
346,WKU,45,Charlotte,14,1
347,Wisconsin,17,Purdue,9,1
348,Air Force,34,UNLV,30,1
349,Colorado St,44,Nevada,42,1
350,Utah St,23,Wyoming,28,1
351,Arizona,47,UCLA,30,1
352,Arizona St,13,Washington,7,1
353,Fresno St,38,New Mexico,0,1
354,Oregon St,33,Colorado,36,1
355,Stanford,49,Oregon,7,1
356,USC,28,Utah,27,1
357,Ga Southern,27,New Mexico St,35,1
358,Hawaii,37,San Jose St,26,1
359,San Diego St,14,Boise St,31,1
360,South Florida,33,Cincinnati,3,1
361,W Michigan,13,Akron,14,1
362,Arkansas St,47,Louisiana,3,1
363,Houston,38,Memphis,42,1
364,Old Dominion,31,WKU,35,1
365,MTSU,10,Marshall,38,1
366,Nevada,42,Air Force,45,1
367,New Mexico,24,Colorado St,27,1
368,Appalachian St,37,Coastal Car,29,1
369,Army,31,Temple,28,1
370,Ball St,9,C Michigan,56,1
371,Bowling Green,17,N Illinois,48,1
372,Charlotte,25,UAB,24,1
373,Cincinnati,28,SMU,31,1
374,Connecticut,20,Tulsa,14,1
375,Duke,17,Pittsburgh,24,1
376,East Carolina,33,BYU,17,1
377,E Michigan,17,W Michigan,20,1
378,FL Atlantic,69,North Texas,31,1
379,Florida St,28,Louisville,31,1
380,Georgia St,10,Troy,34,1
381,Georgia Tech,38,Wake Forest,24,1
382,Massachusetts,55,Ga Southern,20,1
383,Miami FL,27,Syracuse,19,1
384,Miami OH,24,Buffalo,14,1
385,Michigan St,17,Indiana,9,1
386,Navy,21,UCF,31,1
387,Ohio,48,Kent,3,1
388,Penn St,42,Michigan,13,1
389,Rutgers,14,Purdue,12,1
390,Toledo,48,Akron,21,1
391,Virginia,10,Boston College,41,1
392,Virginia Tech,59,North Carolina,7,1
393,Alabama,45,Tennessee,7,1
394,Arkansas,20,Auburn,52,1
395,Baylor,36,West Virginia,38,1
396,Kansas St,35,Oklahoma,42,1
397,Louisiana Tech,27,Southern Miss,34,1
398,Minnesota,24,Illinois,17,1
399,Mississippi St,45,Kentucky,7,1
400,Northwestern,17,Iowa,10,1
401,Mississippi,24,LSU,40,1
402,South Alabama,33,ULM,23,1
403,TCU,43,Kansas,0,1
404,Texas,10,Oklahoma St,13,1
405,Texas Tech,13,Iowa St,31,1
406,Tulane,28,South Florida,34,1
407,UT San Antonio,20,Rice,7,1
408,Wisconsin,38,Maryland,13,1
409,Boise St,24,Wyoming,14,1
410,Utah,10,Arizona St,30,1
411,California,44,Arizona,45,1
412,UCLA,31,Oregon,14,1
413,UNLV,28,Utah St,52,1
414,Washington St,28,Colorado,0,1
415,Notre Dame,49,USC,14,1
416,San Diego St,3,Fresno St,27,1
417,Ball St,17,Toledo,58,1
418,Georgia St,21,South Alabama,13,1
419,N Illinois,30,E Michigan,27,1
420,Oregon St,14,Stanford,15,1
421,Boston College,35,Florida St,3,1
422,Memphis,56,Tulane,26,1
423,SMU,38,Tulsa,34,1
424,Akron,21,Buffalo,20,1
425,Clemson,24,Georgia Tech,10,1
426,Coastal Car,7,Texas St,27,1
427,Connecticut,12,Missouri,52,1
428,Georgia,42,Florida,7,0
429,Kentucky,29,Tennessee,26,1
430,Marshall,30,Florida Intl,41,1
431,Maryland,42,Indiana,39,1
432,Massachusetts,30,Appalachian St,27,1
433,Michigan,35,Rutgers,14,1
434,North Carolina,19,Miami FL,24,1
435,Ohio St,39,Penn St,38,1
436,Pittsburgh,31,Virginia,14,1
437,Purdue,24,Nebraska,25,1
438,South Carolina,34,Vanderbilt,27,1
439,Virginia Tech,24,Duke,3,1
440,Wake Forest,42,Louisville,32,1
441,West Virginia,39,Oklahoma St,50,1
442,BYU,41,San Jose St,20,1
443,Baylor,7,Texas,38,1
444,Illinois,10,Wisconsin,24,1
445,Iowa,17,Minnesota,10,1
446,Iowa St,14,TCU,7,1
447,Kansas,20,Kansas St,30,1
448,North Texas,45,Old Dominion,38,1
449,Northwestern,39,Michigan St,31,1
450,Oklahoma,49,Texas Tech,27,1
451,Mississippi,37,Arkansas,38,1
452,Rice,28,Louisiana Tech,42,1
453,Southern Miss,12,UAB,30,1
454,Texas A&M,14,Mississippi St,35,1
455,Troy,38,Ga Southern,16,1
456,WKU,28,FL Atlantic,42,1
457,Colorado,44,California,28,1
458,Colorado St,28,Air Force,45,1
459,New Mexico St,21,Arkansas St,37,1
460,UTEP,14,UT San Antonio,31,1
461,Wyoming,42,New Mexico,3,1
462,Arizona St,17,USC,48,1
463,Fresno St,16,UNLV,26,1
464,Oregon,41,Utah,20,1
465,Washington,44,UCLA,23,1
466,Notre Dame,35,NC State,14,1
467,Arizona,58,Washington St,37,1
468,Hawaii,7,San Diego St,28,1
469,Utah St,14,Boise St,41,1
470,South Florida,24,Houston,28,1
471,Kent,16,Bowling Green,44,1
472,Ohio,45,Miami OH,28,1
473,W Michigan,28,C Michigan,35,1
474,E Michigan,56,Ball St,14,1
475,Temple,34,Navy,26,1
476,Toledo,27,N Illinois,17,1
477,Tulsa,14,Memphis,41,1
478,Utah,48,UCLA,17,1
479,FL Atlantic,30,Marshall,25,1
480,Florida Intl,14,UT San Antonio,7,1
481,Florida St,27,Syracuse,24,1
482,Georgia,24,South Carolina,10,1
483,Indiana,17,Wisconsin,45,1
484,Kentucky,34,Mississippi,37,1
485,Miami FL,28,Virginia Tech,10,1
486,Michigan,33,Minnesota,10,1
487,Michigan St,27,Penn St,24,1
488,NC State,31,Clemson,38,1
489,Old Dominion,6,Charlotte,0,1
490,Purdue,29,Illinois,10,1
491,Tennessee,24,Southern Miss,10,1
492,Virginia,40,Georgia Tech,36,1
493,West Virginia,20,Iowa St,16,1
494,Alabama,24,LSU,10,1
495,Arkansas,39,Coastal Car,38,1
496,Iowa,55,Ohio St,24,1
497,Kansas,9,Baylor,38,1
498,Louisiana Tech,23,North Texas,24,1
499,ULM,52,Appalachian St,45,1
500,MTSU,30,UTEP,3,1
501,Mississippi St,34,Massachusetts,23,1
502,Missouri,45,Florida,16,1
503,Nebraska,24,Northwestern,31,1
504,Oklahoma St,52,Oklahoma,62,1
505,SMU,24,UCF,31,1
506,South Alabama,14,Louisiana,19,1
507,TCU,24,Texas,7,1
508,Texas A&M,27,Auburn,42,1
509,Texas St,35,New Mexico St,45,1
510,Texas Tech,35,Kansas St,42,1
511,Tulane,16,Cincinnati,17,1
512,UAB,52,Rice,21,1
513,Vanderbilt,31,WKU,17,1
514,Boise St,41,Nevada,14,1
515,New Mexico,10,Utah St,24,1
516,Arizona St,41,Colorado,30,1
517,California,37,Oregon St,23,1
518,Fresno St,20,BYU,13,1
519,Ga Southern,17,Georgia St,21,1
520,UNLV,31,Hawaii,23,1
521,USC,49,Arizona,35,1
522,Washington,38,Oregon,3,1
523,Washington St,24,Stanford,21,1
524,Air Force,0,Army,21,1
525,Notre Dame,48,Wake Forest,37,1
526,Wyoming,16,Colorado St,13,1
527,Connecticut,20,South Florida,37,1
528,Houston,52,East Carolina,27,1
529,Rutgers,31,Maryland,24,1
530,Buffalo,38,Bowling Green,28,1
531,Miami OH,24,Akron,14,1
532,C Michigan,42,E Michigan,30,1
533,Ohio,38,Toledo,10,1
534,W Michigan,48,Kent,20,1
535,Appalachian St,27,Ga Southern,6,1
536,Pittsburgh,31,North Carolina,34,1
537,N Illinois,63,Ball St,17,1
538,Cincinnati,24,Temple,35,1
539,Stanford,30,Washington,22,1
540,UNLV,21,BYU,31,1
541,Army,21,Duke,16,1
542,Boston College,14,NC State,17,1
543,Charlotte,21,MTSU,35,1
544,Clemson,31,Florida St,14,1
545,Coastal Car,17,Troy,42,1
546,East Carolina,24,Tulane,31,1
547,Florida Intl,30,Old Dominion,37,1
548,Georgia Tech,28,Virginia Tech,22,1
549,Louisville,38,Virginia,21,1
550,Marshall,30,WKU,23,1
551,Maryland,10,Michigan,35,1
552,Miami FL,41,Notre Dame,8,1
553,Navy,43,SMU,40,1
554,Ohio St,48,Michigan St,3,1
555,Penn St,35,Rutgers,6,1
556,South Carolina,28,Florida,20,1
557,Syracuse,43,Wake Forest,64,1
558,UCF,49,Connecticut,24,1
559,Auburn,40,Georgia,17,1
560,Illinois,14,Indiana,24,1
561,Iowa St,42,Oklahoma St,49,1
562,Kansas St,23,West Virginia,28,1
563,LSU,33,Arkansas,10,1
564,Louisiana Tech,23,FL Atlantic,48,1
565,Minnesota,54,Nebraska,21,1
566,Mississippi St,24,Alabama,31,1
567,Missouri,50,Tennessee,17,1
568,North Texas,45,UTEP,10,1
569,Northwestern,23,Purdue,13,1
570,Oklahoma,38,TCU,20,1
571,Mississippi,50,Louisiana,22,1
572,Rice,34,Southern Miss,43,1
573,South Alabama,24,Arkansas St,19,1
574,Texas,42,Kansas,27,1
575,Texas A&M,55,New Mexico,14,1
576,Texas St,30,Georgia St,33,1
577,Texas Tech,38,Baylor,24,0
578,UT San Antonio,19,UAB,24,1
579,Vanderbilt,21,Kentucky,44,1
580,Wisconsin,38,Iowa,14,1
581,Air Force,14,Wyoming,28,1
582,Arizona,49,Oregon St,28,1
583,Colorado,24,USC,38,1
584,Utah,25,Washington St,33,1
585,Nevada,59,San Jose St,14,1
586,UCLA,44,Arizona St,37,1
587,Hawaii,21,Fresno St,31,1
588,Colorado St,52,Boise St,59,1
589,Akron,37,Ohio,34,1
590,Bowling Green,37,Toledo,66,1
591,Kent,23,C Michigan,42,1
592,Miami OH,24,E Michigan,27,1
593,N Illinois,35,W Michigan,31,1
594,Ball St,24,Buffalo,40,1
595,South Florida,27,Tulsa,20,1
596,New Mexico,35,UNLV,38,1
597,WKU,41,MTSU,38,1
598,Boston College,39,Connecticut,16,0
599,Duke,43,Georgia Tech,20,1
600,East Carolina,48,Cincinnati,20,1
601,Florida,36,UAB,7,1
602,FL Atlantic,52,Florida Intl,24,1
603,Georgia,42,Kentucky,13,1
604,Indiana,41,Rutgers,0,1
605,Louisville,56,Syracuse,10,1
606,Miami FL,44,Virginia,28,1
607,Michigan St,17,Maryland,7,1
608,Ohio St,52,Illinois,14,1
609,Old Dominion,24,Rice,21,1
610,Penn St,56,Nebraska,44,1
611,Temple,19,UCF,45,1
612,Virginia Tech,20,Pittsburgh,14,1
613,Wake Forest,30,NC State,24,1
614,West Virginia,14,Texas,28,1
615,Arkansas,21,Mississippi St,28,1
616,Arkansas St,30,Texas St,12,1
617,Auburn,42,ULM,14,1
618,Baylor,13,Iowa St,23,1
619,Colorado St,42,San Jose St,14,1
620,Iowa,15,Purdue,24,1
621,Kansas,3,Oklahoma,41,1
622,Louisiana,47,New Mexico St,34,1
623,Memphis,66,SMU,45,1
624,North Texas,52,Army,49,1
625,Northwestern,39,Minnesota,0,1
626,Oklahoma St,40,Kansas St,45,1
627,Mississippi,24,Texas A&M,31,1
628,Southern Miss,66,Charlotte,21,1
629,Tennessee,10,LSU,30,1
630,Texas Tech,3,TCU,27,1
631,Tulane,20,Houston,17,1
632,UT San Antonio,9,Marshall,7,1
633,Vanderbilt,17,Missouri,45,1
634,Wisconsin,24,Michigan,10,1
635,BYU,10,Massachusetts,16,1
636,Boise St,44,Air Force,19,1
637,UTEP,21,Louisiana Tech,42,1
638,Utah St,38,Hawaii,0,1
639,Wyoming,7,Fresno St,13,1
640,Ga Southern,52,South Alabama,0,1
641,Oregon,48,Arizona,28,1
642,Oregon St,24,Arizona St,40,1
643,Stanford,17,California,14,1
644,USC,28,UCLA,23,1
645,Washington,33,Utah,30,1
646,Notre Dame,24,Navy,17,1
647,San Diego St,42,Nevada,23,1
648,Akron,24,Kent,14,1
649,Ball St,7,Miami OH,28,1
650,E Michigan,34,Bowling Green,31,1
651,Mississippi St,28,Mississippi,31,1
652,Buffalo,31,Ohio,24,1
653,C Michigan,31,N Illinois,24,1
654,Pittsburgh,24,Miami FL,14,1
655,Toledo,37,W Michigan,10,1
656,UCF,49,South Florida,42,1
657,Virginia,0,Virginia Tech,10,1
658,Houston,24,Navy,14,1
659,Nebraska,14,Iowa,56,1
660,TCU,45,Baylor,22,1
661,Texas,23,Texas Tech,27,1
662,San Diego St,35,New Mexico,10,1
663,Florida Intl,41,WKU,17,1
664,Arkansas,45,Missouri,48,1
665,Troy,62,Texas St,9,1
666,UCLA,30,California,27,1
667,Charlotte,12,FL Atlantic,31,1
668,Cincinnati,22,Connecticut,21,1
669,Florida,22,Florida St,38,1
670,Georgia St,10,Appalachian St,31,1
671,Georgia Tech,7,Georgia,38,1
672,Kentucky,17,Louisville,44,1
673,Marshall,27,Southern Miss,28,1
674,Maryland,3,Penn St,66,1
675,Michigan,20,Ohio St,31,1
676,NC State,33,North Carolina,21,1
677,Purdue,31,Indiana,24,1
678,Rutgers,7,Michigan St,40,1
679,South Carolina,10,Clemson,34,1
680,Syracuse,14,Boston College,42,1
681,Tennessee,24,Vanderbilt,42,1
682,Wake Forest,23,Duke,31,1
683,Auburn,26,Alabama,14,1
684,Illinois,7,Northwestern,42,1
685,Kansas St,20,Iowa St,19,1
686,LSU,45,Texas A&M,21,1
687,Louisiana,24,Ga Southern,34,1
688,Louisiana Tech,20,UT San Antonio,6,1
689,ULM,50,Arkansas St,67,1
690,Memphis,70,East Carolina,13,1
691,MTSU,41,Old Dominion,10,1
692,Minnesota,0,Wisconsin,31,1
693,Oklahoma,59,West Virginia,31,1
694,Oklahoma St,58,Kansas,17,1
695,Rice,14,North Texas,30,1
696,SMU,41,Tulane,38,1
697,Tulsa,22,Temple,43,1
698,UAB,28,UTEP,7,1
699,Air Force,38,Utah St,35,1
700,Arizona St,42,Arizona,30,1
701,Utah,34,Colorado,13,1
702,Nevada,23,UNLV,16,1
703,Oregon,69,Oregon St,10,1
704,San Jose St,20,Wyoming,17,1
705,Stanford,38,Notre Dame,20,1
706,Washington,41,Washington St,14,1
707,Fresno St,28,Boise St,17,1
708,Hawaii,20,BYU,30,1
709,USC,31,Stanford,28,0
710,Appalachian St,63,Louisiana,14,1
711,Coastal Car,28,Ga Southern,17,1
712,Arkansas St,25,Troy,32,1
713,New Mexico St,22,South Alabama,17,1
714,Florida Intl,63,Massachusetts,45,1
715,Florida St,42,ULM,10,1
716,UCF,62,Memphis,55,1
717,Clemson,38,Miami FL,3,0
718,FL Atlantic,41,North Texas,17,1
719,Georgia,28,Auburn,7,0
720,Toledo,45,Akron,28,0
721,Ohio St,27,Wisconsin,21,0
722,Oklahoma,41,TCU,17,0
723,Boise St,17,Fresno St,14,1
724,Army,14,Navy,13,0
725,Troy,50,North Texas,30,0
726,Georgia St,27,WKU,17,0
727,Boise St,38,Oregon,28,0
728,Marshall,31,Colorado St,28,0
729,MTSU,35,Arkansas St,30,0
