,Home Team,Home Score,Away Team,Away Score,HomeAway Bool
178,UTEP,7,Southern Miss,34,1
179,Texas A&M,45,Arkansas,24,0
180,Troy,52,New Mexico St,6,1
181,Tulane,41,Louisiana,39,1
182,WKU,30,Vanderbilt,31,1
183,Texas St,3,Houston,64,1
184,Auburn,18,LSU,13,1
185,Baylor,35,Oklahoma St,24,1
186,Utah St,20,Air Force,27,1
187,Arizona,28,Washington,35,1
188,Arizona St,51,California,41,1
189,Oregon,38,Colorado,41,1
190,Oregon St,24,Boise St,38,1
191,UCLA,13,Stanford,22,1
192,Fresno St,41,Tulsa,48,1
193,Houston,42,Connecticut,14,1
194,Texas Tech,55,Kansas,19,1
195,BYU,55,Toledo,53,1
196,Washington,44,Stanford,6,1
197,Appalachian St,17,Georgia St,3,1
198,Ball St,24,N Illinois,31,1
199,Boston College,35,Buffalo,3,1
200,Bowling Green,25,E Michigan,28,1
201,C Michigan,10,W Michigan,49,1
202,Charlotte,17,Old Dominion,52,1
203,Cincinnati,20,South Florida,45,1
204,Clemson,42,Louisville,36,1
205,Duke,20,Virginia,34,1
206,East Carolina,29,UCF,47,1
207,Florida Intl,33,FL Atlantic,31,1
208,Georgia Tech,21,Miami FL,35,1
209,Kent,27,Akron,31,1
210,Maryland,50,Purdue,7,1
211,Massachusetts,24,Tulane,31,1
212,Miami OH,7,Ohio,17,1
213,NC State,33,Wake Forest,16,1
214,Ohio St,58,Rutgers,0,1
215,Penn St,29,Minnesota,26,1
216,Pittsburgh,43,Marshall,27,1
217,South Carolina,13,Texas A&M,24,1
218,Temple,45,SMU,20,1
219,West Virginia,17,Kansas St,16,1
220,Indiana,24,Michigan St,21,1
221,Notre Dame,50,Syracuse,33,0
222,Florida St,35,North Carolina,37,1
223,Michigan,14,Wisconsin,7,1
224,Georgia,31,Tennessee,34,1
225,Alabama,34,Kentucky,6,1
226,Auburn,58,ULM,7,1
227,LSU,42,Missouri,7,1
228,Louisiana Tech,28,UTEP,7,1
229,Nebraska,31,Illinois,16,1
230,North Texas,13,MTSU,30,1
231,Oklahoma St,49,Texas,31,1
232,Mississippi,48,Memphis,28,1
233,South Alabama,42,San Diego St,24,1
234,Southern Miss,44,Rice,28,1
235,TCU,46,Oklahoma,52,1
236,Iowa St,42,Baylor,45,1
237,Iowa,31,Northwestern,38,1
238,Vanderbilt,6,Florida,13,1
239,Boise St,21,Utah St,10,1
240,Colorado,47,Oregon St,6,1
241,Colorado St,17,Wyoming,38,1
242,New Mexico,48,San Jose St,41,1
243,New Mexico St,37,Louisiana,31,1
244,UCLA,45,Arizona,24,1
245,USC,41,Arizona St,20,1
246,California,28,Utah,23,1
247,Washington St,51,Oregon,33,1
248,Air Force,28,Navy,14,1
249,Hawaii,38,Nevada,17,1
250,UNLV,45,Fresno St,20,1
251,Arkansas St,27,Ga Southern,26,1
252,Memphis,34,Temple,27,1
253,Louisiana Tech,55,WKU,52,1
254,Boston College,10,Clemson,56,1
255,Tulsa,43,SMU,40,1
256,New Mexico,21,Boise St,49,1
257,Old Dominion,36,Massachusetts,16,1
258,Akron,35,Miami OH,13,1
259,Buffalo,20,Kent,44,1
260,C Michigan,24,Ball St,21,1
261,Connecticut,20,Cincinnati,9,1
262,Duke,13,Army,6,1
263,E Michigan,20,Toledo,35,1
264,Georgia St,41,Texas St,21,1
265,Kentucky,20,Vanderbilt,13,1
266,Michigan St,14,BYU,31,1
267,North Carolina,3,Virginia Tech,34,1
268,Ohio,30,Bowling Green,24,1
269,Ohio St,38,Indiana,17,1
270,Penn St,38,Maryland,14,1
271,Pittsburgh,37,Georgia Tech,34,1
272,South Florida,38,East Carolina,22,1
273,Wake Forest,28,Syracuse,9,1
274,W Michigan,45,N Illinois,30,1
275,NC State,10,Notre Dame,3,1
276,Rutgers,0,Michigan,78,1
277,Miami FL,19,Florida St,20,1
278,Illinois,31,Purdue,34,1
279,Kansas St,44,Texas Tech,38,1
280,Mississippi St,14,Auburn,38,1
281,North Texas,38,Marshall,21,1
282,Oklahoma St,38,Iowa St,31,1
283,UT San Antonio,55,Southern Miss,32,1
284,Arkansas,30,Alabama,49,1
285,Oklahoma,45,Texas,40,0
286,Kansas,23,TCU,24,1
287,Minnesota,7,Iowa,14,1
288,Texas A&M,45,Tennessee,38,1
289,UTEP,21,Florida Intl,35,1
290,Utah,36,Arizona,23,1
291,Wyoming,35,Air Force,26,1
292,Arizona St,23,UCLA,20,1
293,Nevada,27,Fresno St,22,1
294,Oregon,21,Washington,70,1
295,Oregon St,47,California,44,1
296,San Diego St,26,UNLV,7,1
297,San Jose St,17,Hawaii,34,1
298,Stanford,16,Washington St,42,1
299,USC,21,Colorado,17,1
300,Navy,46,Houston,40,1
301,Colorado St,31,Utah St,24,1
302,FL Atlantic,23,Charlotte,28,1
303,South Carolina,14,Georgia,28,1
304,Louisiana,0,Appalachian St,24,1
305,Louisville,24,Duke,14,1
306,Tulane,14,Memphis,24,1
307,BYU,28,Mississippi St,21,1
308,Fresno St,3,San Diego St,17,1
309,Akron,0,W Michigan,41,1
310,Buffalo,21,Ball St,31,1
311,Charlotte,26,Florida Intl,27,1
312,Clemson,24,NC State,17,1
313,Florida,40,Missouri,14,1
314,Florida St,17,Wake Forest,6,1
315,Georgia,16,Vanderbilt,17,1
316,Georgia Tech,35,Ga Southern,24,1
317,Indiana,22,Nebraska,27,1
318,Marshall,27,FL Atlantic,21,1
319,Maryland,10,Minnesota,31,1
320,Massachusetts,28,Louisiana Tech,56,1
321,Miami OH,18,Kent,14,1
322,Ohio,20,E Michigan,27,1
323,Rutgers,7,Illinois,24,1
324,South Florida,42,Connecticut,27,1
325,Syracuse,31,Virginia Tech,17,1
326,Toledo,42,Bowling Green,35,1
327,UCF,25,Temple,26,1
328,Virginia,31,Pittsburgh,45,1
329,Tennessee,10,Alabama,49,1
330,Notre Dame,10,Stanford,17,1
331,Purdue,35,Iowa,49,1
332,Miami FL,13,North Carolina,20,1
333,Michigan St,40,Northwestern,54,1
334,Arkansas St,17,South Alabama,7,1
335,Baylor,49,Kansas,7,1
336,Houston,38,Tulsa,31,1
337,LSU,45,Southern Miss,10,1
338,ULM,40,Texas St,34,1
339,New Mexico,45,Air Force,40,0
340,N Illinois,28,C Michigan,34,1
341,Oklahoma,38,Kansas St,17,1
342,Rice,13,UT San Antonio,14,1
343,Texas,27,Iowa St,6,1
344,Texas Tech,17,West Virginia,48,1
345,Troy,31,Georgia St,21,1
346,Arkansas,34,Mississippi,30,1
347,MTSU,43,WKU,44,1
348,Boise St,28,Colorado St,23,1
349,Colorado,40,Arizona St,16,1
350,Arizona,14,USC,48,1
351,Washington St,27,UCLA,21,1
352,Oregon St,14,Utah,19,1
353,Hawaii,38,UNLV,41,1
354,Wisconsin,23,Ohio St,30,1
355,San Jose St,14,Nevada,10,1
356,Virginia Tech,37,Miami FL,16,1
357,South Alabama,21,Troy,28,1
358,Boise St,28,BYU,27,1
359,Temple,46,South Florida,30,1
360,California,52,Oregon,49,1
361,Army,18,North Texas,35,1
362,Ball St,25,Akron,35,1
363,Boston College,20,Syracuse,28,1
364,Bowling Green,26,Miami OH,40,1
365,Cincinnati,31,East Carolina,19,1
366,Connecticut,16,UCF,24,1
367,Florida Intl,24,Louisiana Tech,44,1
368,Kent,10,Ohio,14,1
369,Kentucky,40,Mississippi St,38,1
370,Louisville,54,NC State,13,1
371,Marshall,24,Charlotte,27,1
372,Michigan,41,Illinois,8,1
373,South Carolina,34,Massachusetts,28,1
374,Toledo,31,C Michigan,17,1
375,W Michigan,45,E Michigan,31,1
376,Maryland,28,Michigan St,17,1
377,West Virginia,34,TCU,10,1
378,Virginia,14,North Carolina,35,1
379,Alabama,33,Texas A&M,14,1
380,Auburn,56,Arkansas,3,1
381,Kansas St,24,Texas,21,1
382,Minnesota,34,Rutgers,32,1
383,Missouri,45,MTSU,51,1
384,Nebraska,27,Purdue,14,1
385,N Illinois,44,Buffalo,7,1
386,Northwestern,24,Indiana,14,1
387,Texas St,3,Louisiana,27,1
388,Tulsa,50,Tulane,27,1
389,UT San Antonio,49,UTEP,52,1
390,WKU,59,Old Dominion,24,1
391,Texas Tech,59,Oklahoma,66,1
392,SMU,38,Houston,16,1
393,LSU,38,Mississippi,21,1
394,Kansas,20,Oklahoma St,44,1
395,Iowa,9,Wisconsin,17,1
396,Air Force,27,Hawaii,34,1
397,New Mexico,59,ULM,17,1
398,New Mexico St,19,Ga Southern,22,1
399,Arizona St,32,Washington St,37,1
400,Nevada,34,Wyoming,42,1
401,Stanford,5,Colorado,10,1
402,UNLV,23,Colorado St,42,1
403,Washington,41,Oregon St,17,1
404,UCLA,45,Utah,52,1
405,Navy,42,Memphis,28,1
406,Penn St,24,Ohio St,21,1
407,Utah St,38,Fresno St,20,1
408,Buffalo,41,Akron,20,1
409,Pittsburgh,36,Virginia Tech,39,1
410,Toledo,26,Ohio,31,1
411,USC,45,California,24,1
412,Ga Southern,10,Appalachian St,34,1
413,South Florida,52,Navy,45,1
414,Utah St,13,San Diego St,40,1
415,Fresno St,21,Air Force,31,1
416,C Michigan,24,Kent,27,1
417,East Carolina,41,Connecticut,3,1
418,E Michigan,15,Miami OH,28,1
419,Florida Intl,35,MTSU,42,1
420,Florida,24,Georgia,10,0
421,Georgia Tech,38,Duke,35,1
422,Indiana,42,Maryland,36,1
423,NC State,14,Boston College,21,1
424,Notre Dame,30,Miami FL,27,1
425,Purdue,24,Penn St,62,1
426,Temple,34,Cincinnati,13,1
427,Virginia,25,Louisville,32,1
428,Wake Forest,13,Army,21,1
429,Florida St,34,Clemson,37,1
430,Michigan St,23,Michigan,32,1
431,South Carolina,24,Tennessee,21,1
432,FL Atlantic,3,WKU,52,1
433,Arkansas St,51,ULM,10,1
434,Houston,31,UCF,24,1
435,Illinois,17,Minnesota,40,1
436,Iowa St,26,Kansas St,31,1
437,Louisiana Tech,61,Rice,16,1
438,Memphis,30,Tulsa,59,1
439,Missouri,21,Kentucky,35,1
440,Oklahoma,56,Kansas,3,1
441,Oklahoma St,37,West Virginia,20,1
442,Mississippi,29,Auburn,40,1
443,South Alabama,13,Georgia St,10,1
444,Southern Miss,24,Marshall,14,1
445,TCU,24,Texas Tech,27,1
446,Texas A&M,52,New Mexico St,10,1
447,Tulane,31,SMU,35,1
448,UT San Antonio,31,North Texas,17,1
449,Wisconsin,23,Nebraska,17,1
450,Texas,35,Baylor,34,1
451,UTEP,21,Old Dominion,31,1
452,Utah,24,Washington,31,1
453,Oregon,54,Arizona St,35,1
454,Oregon St,31,Washington St,35,1
455,Arizona,10,Stanford,34,1
456,Ohio St,24,Northwestern,20,1
457,Hawaii,21,New Mexico,28,1
458,Wyoming,30,Boise St,28,1
459,San Jose St,30,UNLV,24,1
460,Ball St,20,W Michigan,52,1
461,N Illinois,45,Bowling Green,20,1
462,Akron,17,Toledo,48,1
463,Ohio,34,Buffalo,10,1
464,Iowa St,24,Oklahoma,34,1
465,Colorado,20,UCLA,10,1
466,Georgia St,16,Arkansas St,31,1
467,Connecticut,0,Temple,21,1
468,Miami OH,37,C Michigan,17,1
469,Boise St,45,San Jose St,31,1
470,UCF,37,Tulane,6,1
471,Appalachian St,35,Texas St,10,1
472,Army,12,Air Force,31,1
473,Boston College,7,Louisville,52,1
474,Cincinnati,3,BYU,20,1
475,Clemson,54,Syracuse,0,1
476,Duke,21,Virginia Tech,24,1
477,Kentucky,24,Georgia,27,1
478,Miami FL,51,Pittsburgh,28,1
479,Michigan,59,Maryland,3,1
480,North Carolina,48,Georgia Tech,20,1
481,Old Dominion,38,Marshall,14,1
482,Rutgers,27,Indiana,33,1
483,South Carolina,31,Missouri,21,1
484,Wake Forest,27,Virginia,20,1
485,West Virginia,48,Kansas,21,1
486,Penn St,41,Iowa,14,1
487,Navy,28,Notre Dame,27,0
488,NC State,20,Florida St,24,1
489,Auburn,23,Vanderbilt,16,1
490,ULM,42,South Alabama,35,1
491,MTSU,25,UT San Antonio,45,1
492,Minnesota,44,Purdue,31,1
493,Mississippi St,35,Texas A&M,28,1
494,North Texas,24,Louisiana Tech,45,1
495,Mississippi,37,Ga Southern,27,1
496,Rice,25,FL Atlantic,42,1
497,SMU,7,Memphis,51,1
498,Southern Miss,27,Charlotte,38,1
499,Texas Tech,37,Texas,45,1
500,Troy,52,Massachusetts,31,1
501,Tulsa,45,East Carolina,24,1
502,WKU,49,Florida Intl,21,1
503,LSU,0,Alabama,10,1
504,Illinois,31,Michigan St,27,1
505,Baylor,22,TCU,62,1
506,Kansas St,37,Oklahoma St,43,1
507,Northwestern,7,Wisconsin,21,1
508,Arkansas,31,Florida,10,1
509,Colorado St,37,Fresno St,0,1
510,New Mexico,35,Nevada,26,1
511,Wyoming,52,Utah St,28,1
512,California,27,Washington,66,1
513,Stanford,26,Oregon St,15,1
514,Washington St,69,Arizona,7,1
515,USC,45,Oregon,20,1
516,San Diego St,55,Hawaii,0,1
517,Ohio St,62,Nebraska,3,1
518,Ball St,41,E Michigan,48,1
519,Kent,21,W Michigan,37,1
520,Akron,28,Bowling Green,38,1
521,N Illinois,24,Toledo,31,1
522,Duke,28,North Carolina,27,1
523,Arizona St,26,Utah,49,1
524,Ga Southern,26,Louisiana,33,1
525,Florida St,45,Boston College,7,1
526,Buffalo,24,Miami OH,35,1
527,Charlotte,21,Rice,22,1
528,Clemson,42,Pittsburgh,43,1
529,East Carolina,31,SMU,55,1
530,Florida,20,South Carolina,7,1
531,FL Atlantic,35,UTEP,31,1
532,Georgia,13,Auburn,7,1
533,Georgia St,23,ULM,37,1
534,Indiana,31,Penn St,45,1
535,Louisville,44,Wake Forest,12,1
536,Marshall,42,MTSU,17,1
537,Michigan St,49,Rutgers,0,1
538,Navy,42,Tulsa,40,1
539,Syracuse,20,NC State,35,1
540,Tennessee,49,Kentucky,36,1
541,UCF,24,Cincinnati,3,1
542,Virginia,14,Miami FL,34,1
543,Virginia Tech,20,Georgia Tech,30,1
544,Maryland,3,Ohio St,62,1
545,Purdue,17,Northwestern,45,1
546,Alabama,51,Mississippi St,3,1
547,Arkansas St,41,New Mexico St,22,1
548,Houston,30,Tulane,18,1
549,Kansas,24,Iowa St,31,1
550,Louisiana Tech,63,UT San Antonio,35,1
551,Memphis,42,South Florida,49,1
552,Missouri,26,Vanderbilt,17,1
553,Nebraska,24,Minnesota,17,1
554,Notre Dame,44,Army,6,0
555,Oklahoma St,45,Texas Tech,44,1
556,Old Dominion,51,Southern Miss,35,1
557,Texas,20,West Virginia,24,1
558,Troy,28,Appalachian St,24,1
559,WKU,45,North Texas,7,1
560,Wisconsin,48,Illinois,3,1
561,Texas A&M,28,Mississippi,29,1
562,Oklahoma,45,Baylor,24,1
563,Arkansas,10,LSU,38,1
564,Air Force,49,Colorado St,46,1
565,Arizona,24,Colorado,49,1
566,Utah St,21,New Mexico,24,1
567,UCLA,38,Oregon St,24,1
568,UNLV,69,Wyoming,66,1
569,Washington,13,USC,26,1
570,Washington St,56,California,21,1
571,Oregon,27,Stanford,52,1
572,Hawaii,16,Boise St,52,1
573,Iowa,14,Michigan,13,1
574,Nevada,16,San Diego St,46,1
575,Bowling Green,42,Kent,7,1
576,C Michigan,27,Ohio,20,1
577,E Michigan,24,N Illinois,31,1
578,Toledo,37,Ball St,19,1
579,Houston,36,Louisville,10,1
580,Troy,3,Arkansas St,35,1
581,Cincinnati,7,Memphis,34,1
582,Boise St,42,UNLV,25,1
583,LSU,10,Florida,16,1
584,East Carolina,31,Navy,66,1
585,Appalachian St,42,ULM,17,1
586,Boston College,30,Connecticut,0,1
587,Charlotte,31,MTSU,38,1
588,Florida Intl,31,Marshall,14,1
589,FL Atlantic,24,Old Dominion,42,1
590,Georgia,35,Louisiana,21,1
591,Georgia St,30,Ga Southern,24,1
592,Georgia Tech,31,Virginia,17,1
593,Michigan,20,Indiana,10,1
594,NC State,13,Miami FL,27,1
595,Notre Dame,31,Virginia Tech,34,1
596,Pittsburgh,56,Duke,14,1
597,Rutgers,0,Penn St,39,1
598,Tennessee,63,Missouri,37,1
599,UCF,20,Tulsa,35,1
600,W Michigan,38,Buffalo,0,1
601,Wake Forest,13,Clemson,35,1
602,Michigan St,16,Ohio St,17,1
603,West Virginia,28,Oklahoma,56,1
604,Syracuse,14,Florida St,45,1
605,Purdue,20,Wisconsin,49,1
606,Baylor,21,Kansas St,42,1
607,Iowa St,66,Texas Tech,10,1
608,Kansas,24,Texas,21,1
609,Mississippi St,42,Arkansas,58,1
610,Nebraska,28,Maryland,7,1
611,North Texas,29,Southern Miss,23,1
612,Rice,44,UTEP,24,1
613,SMU,27,South Florida,35,1
614,Texas A&M,23,UT San Antonio,10,1
615,Tulane,0,Temple,31,1
616,Illinois,0,Iowa,28,1
617,Vanderbilt,38,Mississippi,17,1
618,TCU,6,Oklahoma St,31,1
619,Minnesota,29,Northwestern,12,1
620,BYU,51,Massachusetts,9,1
621,Colorado,38,Washington St,24,1
622,Colorado St,49,New Mexico,31,1
623,New Mexico St,50,Texas St,10,1
624,Utah,28,Oregon,30,1
625,Fresno St,13,Hawaii,14,1
626,Nevada,38,Utah St,37,1
627,Oregon St,42,Arizona,17,1
628,UCLA,14,USC,36,1
629,Washington,44,Arizona St,18,1
630,California,31,Stanford,45,1
631,Wyoming,34,San Diego St,33,1
632,San Jose St,38,Air Force,41,1
633,E Michigan,26,C Michigan,21,1
634,Miami OH,21,Ball St,20,1
635,Ohio,9,Akron,3,1
636,Texas A&M,39,LSU,54,1
637,Bowling Green,27,Buffalo,19,1
638,Kent,21,N Illinois,31,1
639,North Carolina,21,NC State,28,1
640,W Michigan,55,Toledo,35,1
641,Iowa,40,Nebraska,10,1
642,Tulsa,40,Cincinnati,37,1
643,Texas,9,TCU,31,1
644,Memphis,48,Houston,44,1
645,Texas Tech,54,Baylor,35,0
646,Arizona,56,Arizona St,35,1
647,Washington St,17,Washington,45,1
648,Air Force,27,Boise St,20,1
649,Missouri,28,Arkansas,24,1
650,Southern Miss,39,Louisiana Tech,24,1
651,Clemson,56,South Carolina,7,1
652,Connecticut,13,Tulane,38,1
653,Georgia,27,Georgia Tech,28,1
654,Indiana,26,Purdue,24,1
655,Louisville,38,Kentucky,41,1
656,Maryland,31,Rutgers,13,1
657,Miami FL,40,Duke,21,1
658,Old Dominion,42,Florida Intl,28,1
659,Pittsburgh,76,Syracuse,61,1
660,South Florida,48,UCF,31,1
661,Temple,37,East Carolina,10,1
662,Virginia Tech,52,Virginia,10,1
663,Wake Forest,14,Boston College,17,1
664,Penn St,45,Michigan St,12,1
665,Ohio St,30,Michigan,27,1
666,Marshall,6,WKU,60,1
667,Florida St,31,Florida,13,1
668,Alabama,30,Auburn,12,1
669,Iowa St,19,West Virginia,49,1
670,Kansas St,34,Kansas,19,1
671,Louisiana,24,Arkansas St,19,1
672,MTSU,77,FL Atlantic,56,1
673,Northwestern,42,Illinois,21,1
674,Mississippi,20,Mississippi St,55,1
675,Texas St,7,Troy,40,1
676,UT San Antonio,33,Charlotte,14,1
677,Wisconsin,31,Minnesota,17,1
678,SMU,31,Navy,75,1
679,Vanderbilt,45,Tennessee,34,1
680,BYU,28,Utah St,10,1
681,New Mexico,56,Wyoming,35,1
682,New Mexico St,7,Appalachian St,37,1
683,UTEP,52,North Texas,24,1
684,Colorado,27,Utah,22,1
685,California,36,UCLA,10,1
686,Stanford,41,Rice,17,1
687,UNLV,10,Nevada,45,1
688,USC,45,Notre Dame,27,1
689,Oregon St,34,Oregon,24,1
690,Fresno St,14,San Jose St,16,1
691,Hawaii,46,Massachusetts,40,1
692,San Diego St,31,Colorado St,63,1
693,W Michigan,29,Ohio,23,0
694,Washington,41,Colorado,10,0
695,Ga Southern,28,Troy,24,1
696,West Virginia,24,Baylor,21,1
697,ULM,3,Louisiana,30,1
698,South Alabama,35,New Mexico St,28,1
699,TCU,6,Kansas St,30,1
700,Texas St,14,Arkansas St,36,1
701,Oklahoma,38,Oklahoma St,20,1
702,Navy,10,Temple,34,1
703,WKU,58,Louisiana Tech,44,1
704,Alabama,54,Florida,16,0
705,Clemson,42,Virginia Tech,35,0
706,Penn St,38,Wisconsin,31,0
707,Wyoming,24,San Diego St,27,1
708,Army,21,Navy,17,0
709,New Mexico,23,UT San Antonio,20,1
710,San Diego St,34,Houston,10,0
711,UCF,13,Arkansas St,31,1
712,Appalachian St,31,Toledo,28,0
713,Southern Miss,28,Louisiana,21,0
714,Tulsa,55,C Michigan,10,0
715,WKU,51,Memphis,31,0
716,BYU,24,Wyoming,21,0
717,Old Dominion,24,E Michigan,20,0
718,Louisiana Tech,48,Navy,45,0
719,Troy,28,Ohio,23,0
720,Hawaii,52,MTSU,35,1
721,Mississippi St,17,Miami OH,16,0
722,Boston College,36,Maryland,30,0
723,NC State,41,Vanderbilt,17,0
724,Army,38,North Texas,31,0
725,Wake Forest,34,Temple,26,0
726,Minnesota,17,Washington St,12,0
727,Baylor,31,Boise St,12,0
