,Home Team,Home Score,Away Team,Away Score,HomeAway Bool
52,Duke,14,Stanford,44,1
53,Wyoming,45,Texas St,10,1
54,Wisconsin,35,Oregon St,0,1
55,UCF,30,Boston College,3,1
56,Auburn,41,Mississippi St,34,1
57,Florida,39,UAB,0,1
58,Colorado,33,California,36,1
59,Air Force,19,TCU,35,1
60,Tulane,3,Tulsa,31,1
61,UCLA,27,San Jose St,17,1
62,Vanderbilt,24,Connecticut,21,1
63,South Florida,37,Ball St,7,1
64,Marshall,26,Southern Miss,20,1
65,Nebraska,42,Fresno St,29,1
66,Minnesota,21,New Mexico St,28,1
67,Michigan St,44,FL Atlantic,0,1
68,MTSU,21,Georgia Tech,49,1
69,Oregon,69,Nevada,20,1
70,Penn St,11,Alabama,27,1
71,Rice,24,Purdue,22,1
72,Ohio St,27,Toledo,22,1
73,North Texas,23,Houston,48,1
74,North Carolina,24,Rutgers,22,1
75,Georgia,42,South Carolina,45,1
76,Texas,17,BYU,16,1
77,Tennessee,45,Cincinnati,23,1
78,WKU,14,Navy,40,1
79,Washington St,59,UNLV,7,1
80,Wake Forest,34,NC State,27,1
81,Washington,40,Hawaii,32,1
82,Indiana,31,Virginia,34,1
83,Kansas,45,N Illinois,42,1
84,Iowa St,44,Iowa,41,1
85,Kent,12,Louisiana,20,1
86,Kentucky,27,C Michigan,13,1
87,Michigan,35,Notre Dame,31,1
88,Mississippi St,6,LSU,19,1
89,Connecticut,20,Iowa St,24,1
90,Toledo,15,Boise St,40,1
91,Colorado,28,Colorado St,14,0
92,Vanderbilt,30,Mississippi,7,1
93,UCLA,20,Texas,49,1
94,Tulsa,33,Oklahoma St,59,1
95,Cincinnati,59,Akron,14,1
96,Clemson,38,Auburn,24,1
97,BYU,10,Utah,54,1
98,Florida,33,Tennessee,23,1
99,Bowling Green,27,Wyoming,28,1
100,Boston College,19,Duke,20,1
101,Ball St,28,Buffalo,25,1
102,Florida St,13,Oklahoma,23,1
103,UAB,10,Tulane,49,1
104,Wisconsin,49,N Illinois,7,0
105,USC,38,Syracuse,17,1
106,South Carolina,24,Navy,21,1
107,San Jose St,14,Nevada,17,1
108,Alabama,41,North Texas,0,1
109,Arkansas,38,Troy,28,1
110,Army,21,Northwestern,14,1
111,Arizona,10,Stanford,37,1
112,Nebraska,51,Washington,38,1
113,New Mexico,13,Texas Tech,59,1
114,UNLV,40,Hawaii,20,1
115,Michigan,31,E Michigan,3,1
116,Minnesota,29,Miami OH,23,1
117,Maryland,31,West Virginia,37,1
118,Miami FL,24,Ohio St,6,1
119,Florida Intl,17,UCF,10,1
120,Louisiana Tech,34,Houston,35,1
121,NC State,35,South Alabama,13,1
122,North Carolina,28,Virginia,17,1
123,New Mexico St,10,UTEP,16,1
124,Ohio,44,Marshall,7,1
125,Notre Dame,31,Michigan St,13,1
126,San Diego St,42,Washington St,24,1
127,Kentucky,17,Louisville,24,1
128,Kansas St,37,Kent,0,1
129,Illinois,17,Arizona St,14,1
130,Iowa,31,Pittsburgh,27,1
131,Virginia Tech,26,Arkansas St,7,1
132,W Michigan,44,C Michigan,14,1
133,TCU,38,ULM,17,1
134,Temple,10,Penn St,14,1
135,Georgia Tech,66,Kansas,24,1
136,Georgia,59,Coastal Car,0,1
137,Cincinnati,44,NC State,14,1
138,BYU,24,UCF,17,1
139,Clemson,35,Florida St,30,1
140,Baylor,56,Rice,31,1
141,Boston College,45,Massachusetts,17,1
142,Utah St,34,Colorado St,35,1
143,Texas Tech,35,Nevada,34,1
144,Arizona St,43,USC,22,1
145,Alabama,38,Arkansas,14,1
146,San Jose St,34,New Mexico,24,1
147,South Carolina,21,Vanderbilt,3,1
148,Wyoming,14,Nebraska,38,1
149,Duke,48,Tulane,27,1
150,East Carolina,28,UAB,23,1
151,Buffalo,3,Connecticut,17,1
152,Ball St,48,Army,21,1
153,Boise St,41,Tulsa,21,1
154,Auburn,30,FL Atlantic,14,1
155,Ohio St,37,Colorado,17,1
156,Oklahoma,38,Missouri,28,1
157,Penn St,34,E Michigan,6,1
158,Oregon St,19,UCLA,27,1
159,Rutgers,38,Ohio,26,1
160,Pittsburgh,12,Notre Dame,15,1
161,North Texas,24,Indiana,21,1
162,Marshall,10,Virginia Tech,30,1
163,South Florida,52,UTEP,24,1
164,Florida Intl,31,Louisiana,36,1
165,Miami FL,24,Kansas St,28,1
166,Memphis,0,SMU,42,1
167,Miami OH,23,Bowling Green,37,1
168,Maryland,7,Temple,38,1
169,Mississippi,13,Georgia,27,1
170,Michigan,28,San Diego St,7,1
171,Michigan St,45,C Michigan,7,1
172,Mississippi St,26,Louisiana Tech,20,1
173,Georgia Tech,35,North Carolina,28,1
174,Texas A&M,29,Oklahoma St,30,1
175,Syracuse,33,Toledo,30,1
176,West Virginia,21,LSU,47,1
177,Houston,56,Georgia St,0,1
178,Troy,38,MTSU,35,1
179,Virginia,24,Southern Miss,30,1
180,Washington,31,California,23,1
181,Iowa,45,ULM,17,1
182,Illinois,23,W Michigan,20,1
183,Kentucky,10,Florida,48,1
184,Kent,33,South Alabama,25,1
185,Arizona,31,Oregon,56,1
186,Pittsburgh,44,South Florida,17,1
187,UTEP,42,Houston,49,1
188,BYU,27,Utah St,24,1
189,C Michigan,48,N Illinois,41,1
190,Colorado,27,Washington St,31,1
191,Boston College,19,Wake Forest,27,1
192,Fresno St,28,Mississippi,38,1
193,Florida,10,Alabama,38,1
194,Colorado St,31,San Jose St,38,1
195,Connecticut,31,W Michigan,38,1
196,Utah,14,Washington,31,1
197,Tulsa,41,North Texas,24,1
198,Arizona St,35,Oregon St,20,1
199,Army,45,Tulane,6,1
200,South Carolina,13,Auburn,16,1
201,USC,48,Arizona,41,1
202,Boise St,30,Nevada,10,1
203,E Michigan,31,Akron,23,1
204,East Carolina,20,North Carolina,35,1
205,Wisconsin,48,Nebraska,17,1
206,Purdue,10,Notre Dame,38,1
207,Oklahoma,62,Ball St,6,1
208,NC State,35,Georgia Tech,45,1
209,New Mexico,28,New Mexico St,42,1
210,Ohio St,7,Michigan St,10,1
211,Ohio,17,Kent,10,1
212,Navy,34,Air Force,35,1
213,Michigan,58,Minnesota,0,1
214,MTSU,38,Memphis,31,1
215,Miami OH,0,Cincinnati,27,1
216,Florida Intl,27,Duke,31,1
217,Louisville,13,Marshall,17,1
218,Louisiana Tech,26,Hawaii,44,1
219,LSU,35,Kentucky,7,1
220,Southern Miss,48,Rice,24,1
221,Kansas St,36,Baylor,35,1
222,Kansas,34,Texas Tech,45,1
223,Iowa St,14,Texas,37,1
224,Illinois,38,Northwestern,35,1
225,Indiana,10,Penn St,16,1
226,Virginia Tech,3,Clemson,23,1
227,Troy,24,UAB,23,1
228,West Virginia,55,Bowling Green,10,1
229,WKU,22,Arkansas St,26,1
230,TCU,33,SMU,40,1
231,Tennessee,41,Buffalo,10,1
232,Syracuse,16,Rutgers,19,1
233,Temple,13,Toledo,36,1
234,Louisiana,37,FL Atlantic,34,1
235,Stanford,45,UCLA,19,1
236,Arkansas,42,Texas A&M,38,0
237,Georgia,24,Mississippi St,10,1
238,MTSU,33,WKU,36,1
239,Oregon,43,California,15,1
240,Fresno St,7,Boise St,57,1
241,Baylor,49,Iowa St,26,1
242,Clemson,36,Boston College,14,1
243,BYU,29,San Jose St,16,1
244,UCLA,28,Washington St,25,1
245,Tulane,34,Syracuse,37,1
246,Utah,14,Arizona St,35,1
247,Utah St,63,Wyoming,19,1
248,Texas Tech,40,Texas A&M,45,1
249,Toledo,54,E Michigan,16,1
250,Buffalo,38,Ohio,37,1
251,UAB,3,Mississippi St,21,1
252,UCF,16,Marshall,6,1
253,Ball St,0,Temple,42,1
254,South Carolina,54,Kentucky,3,1
255,Akron,17,Florida Intl,27,1
256,Alabama,34,Vanderbilt,0,1
257,Arkansas,38,Auburn,14,1
258,Oklahoma,55,Texas,17,0
259,Oklahoma St,70,Kansas,28,1
260,Oregon St,37,Arizona,27,1
261,Penn St,13,Iowa,3,1
262,Purdue,45,Minnesota,17,1
263,Rice,28,Memphis,6,1
264,Rutgers,34,Pittsburgh,10,1
265,San Diego St,14,TCU,27,1
266,Notre Dame,59,Air Force,33,1
267,N Illinois,40,Kent,10,1
268,Northwestern,24,Michigan,42,1
269,ULM,19,Arkansas St,24,1
270,NC State,38,C Michigan,24,1
271,North Carolina,14,Louisville,7,1
272,North Texas,31,FL Atlantic,17,1
273,Navy,35,Southern Miss,63,1
274,Nebraska,34,Ohio St,27,1
275,Nevada,37,UNLV,0,1
276,LSU,41,Florida,11,1
277,Miami OH,35,Army,28,1
278,Georgia Tech,21,Maryland,16,1
279,Louisiana,31,Troy,17,1
280,Stanford,48,Colorado,7,1
281,Tennessee,12,Georgia,20,1
282,Houston,56,East Carolina,3,1
283,W Michigan,45,Bowling Green,21,1
284,West Virginia,43,Connecticut,16,1
285,Virginia Tech,38,Miami FL,35,1
286,Wake Forest,35,Florida St,30,1
287,Indiana,20,Illinois,41,1
288,Kansas St,24,Missouri,17,1
289,California,9,USC,30,1
290,Air Force,27,San Diego St,41,1
291,San Jose St,28,Hawaii,27,1
292,C Michigan,28,E Michigan,35,1
293,Cincinnati,25,Louisville,16,1
294,Bowling Green,21,Toledo,28,1
295,Fresno St,31,Utah St,21,1
296,Tulane,7,UTEP,44,1
297,Texas Tech,34,Kansas St,41,1
298,Colorado St,13,Boise St,63,1
299,Connecticut,16,South Florida,10,1
300,Vanderbilt,28,Georgia,33,1
301,Tulsa,37,UAB,20,1
302,Auburn,17,Florida,6,1
303,SMU,38,UCF,17,1
304,Wisconsin,59,Indiana,7,1
305,Wyoming,41,UNLV,14,1
306,Duke,16,Florida St,41,1
307,Memphis,17,East Carolina,35,1
308,Maryland,45,Clemson,56,1
309,Marshall,24,Rice,20,1
310,FL Atlantic,0,WKU,20,1
311,Nevada,49,New Mexico,7,1
312,Missouri,52,Iowa St,17,1
313,Michigan St,28,Michigan,14,1
314,Mississippi,7,Alabama,52,1
315,Mississippi St,12,South Carolina,14,1
316,North Carolina,24,Miami FL,30,1
317,N Illinois,51,W Michigan,22,1
318,Ohio,20,Ball St,23,1
319,Rutgers,21,Navy,20,1
320,Penn St,23,Purdue,18,1
321,Pittsburgh,14,Utah,26,1
322,Oregon St,28,BYU,38,1
323,Oregon,41,Arizona St,27,1
324,Kansas,17,Oklahoma,47,1
325,Kent,3,Miami OH,9,1
326,Illinois,7,Ohio St,17,1
327,Iowa,41,Northwestern,31,1
328,Wake Forest,17,Virginia Tech,38,1
329,Virginia,24,Georgia Tech,21,1
330,Washington,52,Colorado,24,1
331,Washington St,14,Stanford,44,1
332,Troy,10,ULM,38,1
333,Tennessee,7,LSU,38,1
334,Temple,34,Buffalo,0,1
335,Louisiana,30,North Texas,10,1
336,Texas A&M,55,Baylor,28,1
337,Texas,26,Oklahoma St,38,1
338,Arkansas St,34,Florida Intl,16,1
339,Arizona,48,UCLA,12,1
340,UAB,26,UCF,24,1
341,Louisville,16,Rutgers,14,1
342,Syracuse,49,West Virginia,23,1
343,FL Atlantic,14,MTSU,38,1
344,South Florida,34,Cincinnati,37,1
345,LSU,45,Auburn,10,1
346,Miami FL,24,Georgia Tech,7,1
347,Mississippi,24,Arkansas,29,1
348,Minnesota,14,Nebraska,41,1
349,Michigan St,37,Wisconsin,31,1
350,Missouri,24,Oklahoma St,45,1
351,Navy,35,East Carolina,38,1
352,Nevada,45,Fresno St,38,1
353,Oklahoma,38,Texas Tech,41,1
354,Oregon St,44,Washington St,21,0
355,Rice,20,Tulsa,38,1
356,Purdue,21,Illinois,14,1
357,Northwestern,24,Penn St,34,1
358,North Texas,38,ULM,21,1
359,Alabama,37,Tennessee,6,1
360,Akron,20,Ohio,37,1
361,Duke,23,Wake Forest,24,1
362,Buffalo,30,N Illinois,31,1
363,Ball St,31,C Michigan,27,1
364,Florida St,41,Maryland,16,1
365,Boise St,37,Air Force,26,1
366,Tulane,17,Memphis,33,1
367,Utah St,17,Louisiana Tech,24,1
368,Clemson,59,North Carolina,38,1
369,Toledo,49,Miami OH,28,1
370,E Michigan,14,W Michigan,10,1
371,Bowling Green,13,Temple,10,1
372,Colorado,2,Oregon,45,1
373,California,34,Utah,10,1
374,Stanford,65,Washington,21,1
375,Hawaii,45,New Mexico St,34,1
376,Virginia,14,NC State,28,1
377,TCU,69,New Mexico,0,1
378,WKU,42,Louisiana,23,1
379,Vanderbilt,44,Army,21,1
380,Virginia Tech,30,Boston College,14,1
381,Iowa St,17,Texas A&M,33,1
382,Iowa,45,Indiana,24,1
383,Houston,63,Marshall,28,1
384,UTEP,31,Colorado St,17,1
385,Southern Miss,27,SMU,3,1
386,Kansas,21,Kansas St,59,1
387,Notre Dame,17,USC,31,1
388,Florida Intl,23,Troy,20,1
389,Pittsburgh,35,Connecticut,20,1
390,Miami FL,21,Virginia,28,1
391,Houston,73,Rice,34,1
392,TCU,38,BYU,28,0
393,UTEP,13,Southern Miss,31,1
394,W Michigan,45,Ball St,35,1
395,Washington,42,Arizona,31,1
396,Kansas St,17,Oklahoma,58,1
397,Kent,27,Bowling Green,15,1
398,Kentucky,16,Mississippi St,28,1
399,Indiana,38,Northwestern,59,1
400,Tennessee,3,South Carolina,14,1
401,Texas A&M,31,Missouri,38,1
402,Texas,43,Kansas,0,1
403,Georgia Tech,31,Clemson,17,1
404,Miami OH,41,Buffalo,13,1
405,Marshall,59,UAB,14,1
406,Maryland,17,Boston College,28,1
407,Louisville,27,Syracuse,10,1
408,Louisiana Tech,38,San Jose St,28,1
409,UNLV,38,Colorado St,35,1
410,Nebraska,24,Michigan St,3,1
411,New Mexico,0,Air Force,42,1
412,Minnesota,22,Iowa,21,1
413,MTSU,20,Louisiana,45,1
414,Michigan,36,Purdue,14,1
415,Rutgers,31,West Virginia,41,1
416,San Diego St,27,Wyoming,30,1
417,Penn St,10,Illinois,7,1
418,Oklahoma St,59,Baylor,24,1
419,Oregon,43,Washington St,28,1
420,Ohio St,33,Wisconsin,29,1
421,Notre Dame,56,Navy,14,1
422,ULM,28,WKU,31,1
423,New Mexico St,34,Nevada,48,1
424,North Carolina,49,Wake Forest,24,1
425,Texas Tech,7,Iowa St,41,1
426,Vanderbilt,28,Arkansas,31,1
427,Utah,27,Oregon St,8,1
428,Tulsa,38,SMU,7,1
429,UCLA,31,California,14,1
430,UCF,41,Memphis,0,1
431,Florida St,34,NC State,0,1
432,Auburn,41,Mississippi,23,1
433,Duke,10,Virginia Tech,14,1
434,East Carolina,34,Tulane,13,1
435,Akron,22,C Michigan,23,1
436,USC,48,Stanford,56,1
437,Arizona St,48,Colorado,14,1
438,Arkansas St,37,North Texas,14,1
439,Georgia,24,Florida,20,0
440,Toledo,60,N Illinois,63,1
441,Ohio,35,Temple,31,1
442,Miami OH,35,Akron,3,1
443,Boston College,7,Florida St,38,1
444,UCF,17,Tulsa,24,1
445,Kent,24,C Michigan,21,1
446,Colorado,17,USC,42,1
447,Kentucky,30,Mississippi,13,1
448,Iowa,24,Michigan,16,1
449,Iowa St,13,Kansas,10,1
450,Washington,17,Oregon,34,1
451,Wake Forest,17,Notre Dame,24,1
452,WKU,10,Florida Intl,9,1
453,West Virginia,35,Louisville,38,1
454,Hawaii,31,Utah St,35,1
455,Georgia,63,New Mexico St,16,1
456,Texas,52,Texas Tech,20,1
457,Tennessee,24,MTSU,0,1
458,Louisiana,36,ULM,35,1
459,Baylor,42,Missouri,39,1
460,E Michigan,31,Ball St,33,1
461,Florida,26,Vanderbilt,21,1
462,Fresno St,21,Louisiana Tech,41,1
463,California,30,Washington St,7,1
464,Connecticut,28,Syracuse,21,1
465,Air Force,24,Army,14,1
466,UCLA,29,Arizona St,28,1
467,Arkansas,44,South Carolina,28,1
468,Alabama,6,LSU,9,1
469,Arizona,21,Utah,34,1
470,SMU,45,Tulane,24,1
471,East Carolina,28,Southern Miss,48,1
472,Wisconsin,62,Purdue,17,1
473,Wyoming,20,TCU,31,1
474,UAB,13,Houston,56,1
475,Miami FL,49,Duke,14,1
476,Maryland,13,Virginia,31,1
477,FL Atlantic,21,Arkansas St,39,1
478,Michigan St,31,Minnesota,24,1
479,Nebraska,25,Northwestern,28,1
480,Navy,42,Troy,14,1
481,Oklahoma,41,Texas A&M,25,1
482,Ohio St,34,Indiana,20,1
483,UNLV,21,Boise St,48,1
484,NC State,13,North Carolina,0,1
485,Oklahoma St,52,Kansas St,45,1
486,Oregon St,13,Stanford,38,1
487,Pittsburgh,23,Cincinnati,26,1
488,San Diego St,35,New Mexico,7,1
489,Rutgers,20,South Florida,17,1
490,Rice,41,UTEP,37,1
491,Toledo,66,W Michigan,63,1
492,Bowling Green,14,N Illinois,45,1
493,Temple,24,Miami OH,21,1
494,C Michigan,28,Ohio,43,1
495,Georgia Tech,26,Virginia Tech,37,1
496,Tulane,17,Houston,73,1
497,Syracuse,17,South Florida,37,1
498,Stanford,30,Oregon,53,1
499,Georgia,45,Auburn,7,1
500,UTEP,22,East Carolina,17,1
501,Troy,33,North Texas,38,1
502,Washington St,37,Arizona St,27,1
503,Virginia,31,Duke,21,1
504,Iowa,21,Michigan St,37,1
505,Illinois,14,Michigan,31,1
506,Southern Miss,30,UCF,29,1
507,Kansas St,53,Texas A&M,50,1
508,Kansas,30,Baylor,31,1
509,California,23,Oregon St,6,1
510,Colorado,48,Arizona,29,1
511,Cincinnati,21,West Virginia,24,1
512,Clemson,31,Wake Forest,28,1
513,Boston College,14,NC State,10,1
514,Texas Tech,6,Oklahoma St,66,1
515,Air Force,17,Wyoming,25,1
516,Colorado St,15,San Diego St,18,1
517,Tulsa,59,Marshall,17,1
518,Utah,31,UCLA,6,1
519,Vanderbilt,38,Kentucky,8,1
520,Utah St,34,San Jose St,33,1
521,Boise St,35,TCU,36,1
522,Florida St,23,Miami FL,19,1
523,E Michigan,30,Buffalo,17,1
524,SMU,17,Navy,24,1
525,USC,40,Washington,17,1
526,South Carolina,17,Florida,12,1
527,Akron,3,Kent,35,1
528,Arkansas,49,Tennessee,7,1
529,Arkansas St,30,Louisiana,21,1
530,Rutgers,27,Army,12,0
531,Purdue,26,Ohio St,23,1
532,Penn St,14,Nebraska,17,1
533,ULM,42,MTSU,14,1
534,New Mexico St,48,Fresno St,45,1
535,Northwestern,28,Rice,6,1
536,Missouri,17,Texas,5,1
537,New Mexico,21,UNLV,14,1
538,Nevada,42,Hawaii,28,1
539,Mississippi,7,Louisiana Tech,27,1
540,Mississippi St,7,Alabama,24,1
541,Minnesota,13,Wisconsin,42,1
542,Louisville,14,Pittsburgh,21,1
543,Florida Intl,41,FL Atlantic,7,1
544,LSU,42,WKU,9,1
545,Notre Dame,45,Maryland,21,0
546,Memphis,35,UAB,41,1
547,N Illinois,41,Ball St,38,1
548,Miami OH,21,W Michigan,24,1
549,Bowling Green,28,Ohio,29,1
550,Virginia Tech,24,North Carolina,21,1
551,UAB,34,Southern Miss,31,1
552,Memphis,22,Marshall,23,1
553,C Michigan,17,Toledo,44,1
554,Iowa St,37,Oklahoma St,31,1
555,BYU,42,New Mexico St,7,1
556,Baylor,45,Oklahoma,38,1
557,UCLA,45,Colorado,6,1
558,Air Force,45,UNLV,17,1
559,Connecticut,20,Louisville,34,1
560,Arkansas,44,Mississippi St,17,0
561,Arizona St,27,Arizona,31,1
562,Alabama,45,Ga Southern,21,1
563,East Carolina,38,UCF,31,1
564,Wyoming,31,New Mexico,10,1
565,Duke,31,Georgia Tech,38,1
566,Florida St,13,Virginia,14,1
567,Buffalo,51,Akron,10,1
568,South Florida,3,Miami FL,6,1
569,Mississippi,3,LSU,52,1
570,MTSU,19,Arkansas St,45,1
571,Michigan,45,Nebraska,17,1
572,Michigan St,55,Indiana,3,1
573,Nevada,20,Louisiana Tech,24,1
574,Missouri,31,Texas Tech,27,1
575,Northwestern,28,Minnesota,13,1
576,Ohio St,14,Penn St,20,1
577,Notre Dame,16,Boston College,14,1
578,NC State,37,Clemson,13,1
579,ULM,17,Florida Intl,28,1
580,North Texas,21,WKU,31,1
581,Oregon St,38,Washington,21,1
582,Oregon,35,USC,38,1
583,Purdue,21,Iowa,31,1
584,Rice,19,Tulane,7,1
585,Rutgers,20,Cincinnati,3,1
586,San Diego St,35,Boise St,52,1
587,San Jose St,27,Navy,24,1
588,Wake Forest,31,Maryland,10,1
589,Washington St,27,Utah,30,1
590,Troy,34,FL Atlantic,7,1
591,UTEP,28,Tulsa,57,1
592,TCU,34,Colorado St,10,1
593,Kent,28,E Michigan,22,1
594,Illinois,17,Wisconsin,28,1
595,Houston,37,SMU,7,1
596,Hawaii,21,Fresno St,24,1
597,Texas,13,Kansas St,17,1
598,Texas A&M,61,Kansas,7,1
599,Georgia,19,Kentucky,10,1
600,Stanford,31,California,28,1
601,Temple,42,Army,14,1
602,Tennessee,27,Vanderbilt,21,1
603,Ohio,21,Miami OH,14,1
604,Texas A&M,25,Texas,27,1
605,Temple,34,Kent,16,1
606,West Virginia,21,Pittsburgh,20,1
607,W Michigan,68,Akron,19,1
608,N Illinois,18,E Michigan,12,1
609,South Florida,24,Louisville,34,1
610,Buffalo,28,Bowling Green,42,1
611,Ball St,28,Toledo,45,1
612,LSU,41,Arkansas,17,1
613,Miami FL,17,Boston College,24,1
614,Nebraska,20,Iowa,7,1
615,UCF,31,UTEP,14,1
616,Arizona St,38,California,47,1
617,Utah,14,Colorado,17,1
618,Tulsa,16,Houston,48,1
619,Louisiana Tech,44,New Mexico St,0,1
620,FL Atlantic,38,UAB,35,1
621,Marshall,34,East Carolina,27,1
622,Michigan,40,Ohio St,34,1
623,Mississippi St,31,Mississippi,3,1
624,UNLV,14,San Diego St,31,1
625,MTSU,18,Florida Intl,31,1
626,Minnesota,27,Illinois,7,1
627,Northwestern,17,Michigan St,31,1
628,NC State,56,Maryland,41,1
629,North Carolina,37,Duke,21,1
630,Oregon,49,Oregon St,21,1
631,Boise St,36,Wyoming,14,1
632,Wisconsin,45,Penn St,7,1
633,South Carolina,34,Clemson,13,1
634,USC,50,UCLA,0,1
635,SMU,27,Rice,24,1
636,Arizona,45,Louisiana,37,1
637,Auburn,14,Alabama,42,1
638,Connecticut,40,Rutgers,22,1
639,Utah St,21,Nevada,17,1
640,Florida,7,Florida St,21,1
641,Fresno St,24,San Jose St,27,1
642,Baylor,66,Texas Tech,42,0
643,Colorado St,21,Air Force,45,1
644,WKU,41,Troy,18,1
645,Washington,38,Washington St,21,1
646,Wake Forest,7,Vanderbilt,41,1
647,Virginia,0,Virginia Tech,38,1
648,Indiana,25,Purdue,33,1
649,Kentucky,10,Tennessee,7,1
650,Missouri,24,Kansas,10,0
651,Southern Miss,44,Memphis,7,1
652,Syracuse,13,Cincinnati,30,1
653,Stanford,28,Notre Dame,14,1
654,Hawaii,35,Tulane,23,1
655,Georgia Tech,17,Georgia,31,1
656,Oklahoma,26,Iowa St,6,1
657,South Florida,27,West Virginia,30,1
658,N Illinois,23,Ohio,20,0
659,Oregon,49,UCLA,31,1
660,FL Atlantic,0,ULM,26,1
661,Oklahoma St,44,Oklahoma,10,1
662,Pittsburgh,33,Syracuse,20,1
663,San Diego St,35,Fresno St,28,1
664,New Mexico St,21,Utah St,24,1
665,North Texas,59,MTSU,7,1
666,Cincinnati,35,Connecticut,27,1
667,Baylor,48,Texas,24,1
668,Colorado St,19,Wyoming,22,1
669,Arkansas St,45,Troy,14,1
670,Boise St,45,New Mexico,0,1
671,Hawaii,20,BYU,41,1
672,TCU,56,UNLV,9,1
673,Kansas St,30,Iowa St,23,1
674,Houston,28,Southern Miss,49,1
675,LSU,42,Georgia,10,0
676,Clemson,38,Virginia Tech,10,0
677,Wisconsin,42,Michigan St,39,0
678,Navy,27,Army,21,1
679,Louisiana,32,San Diego St,30,0
680,Ohio,24,Utah St,23,0
681,Temple,37,Wyoming,15,0
682,Marshall,20,Florida Intl,10,0
683,TCU,31,Louisiana Tech,24,0
684,Boise St,56,Arizona St,24,0
685,Southern Miss,24,Nevada,17,0
686,Missouri,41,North Carolina,24,0
687,NC State,31,Louisville,24,0
688,Purdue,37,W Michigan,32,0
689,Texas,21,California,10,0
690,Toledo,42,Air Force,41,0
691,Baylor,67,Washington,56,0
692,Florida St,18,Notre Dame,14,0
693,Mississippi St,23,Wake Forest,17,0
694,Oklahoma,31,Iowa,14,0
695,Rutgers,27,Iowa St,13,0
696,BYU,24,Tulsa,21,0
697,Auburn,43,Virginia,24,0
698,Texas A&M,33,Northwestern,22,0
699,Illinois,20,UCLA,14,0
700,Utah,30,Georgia Tech,27,0
701,Cincinnati,31,Vanderbilt,24,0
702,Florida,24,Ohio St,17,0
703,Michigan St,33,Georgia,30,0
704,Houston,30,Penn St,14,0
705,Oregon,45,Wisconsin,38,0
706,South Carolina,30,Nebraska,13,0
707,Oklahoma St,41,Stanford,38,0
708,Michigan,23,Virginia Tech,20,0
709,West Virginia,70,Clemson,33,0
710,Arkansas,29,Kansas St,16,0
711,SMU,28,Pittsburgh,6,0
712,N Illinois,38,Arkansas St,20,0
713,Alabama,21,LSU,0,0
