,iteration,Air Force Off,Akron Off,Alabama Off,Appalachian St Off,Arizona Off,Arizona St Off,Arkansas Off,Arkansas St Off,Army Off,Auburn Off,BYU Off,Ball St Off,Baylor Off,Boise St Off,Boston College Off,Bowling Green Off,Buffalo Off,C Michigan Off,California Off,Charlotte Off,Cincinnati Off,Clemson Off,Coastal Car Off,Colorado Off,Colorado St Off,Connecticut Off,Duke Off,E Michigan Off,East Carolina Off,FL Atlantic Off,Florida Off,Florida Intl Off,Florida St Off,Fresno St Off,Ga Southern Off,Georgia Off,Georgia St Off,Georgia Tech Off,Hawaii Off,Houston Off,Illinois Off,Indiana Off,Iowa Off,Iowa St Off,Kansas Off,Kansas St Off,Kent Off,Kentucky Off,Louisiana Off,LSU Off,Liberty Off,Louisiana Tech Off,Louisville Off,MTSU Off,Marshall Off,Maryland Off,Massachusetts Off,Memphis Off,Miami FL Off,Miami OH Off,Michigan Off,Michigan St Off,Minnesota Off,Mississippi Off,Mississippi St Off,Missouri Off,N Illinois Off,NC State Off,Navy Off,Nebraska Off,Nevada Off,New Mexico Off,New Mexico St Off,North Carolina Off,North Texas Off,Northwestern Off,Notre Dame Off,Ohio Off,Ohio St Off,Oklahoma Off,Oklahoma St Off,Old Dominion Off,Oregon Off,Oregon St Off,Penn St Off,Pittsburgh Off,Purdue Off,Rice Off,Rutgers Off,SMU Off,San Diego St Off,San Jose St Off,South Alabama Off,South Carolina Off,South Florida Off,Southern Miss Off,Stanford Off,Syracuse Off,TCU Off,Temple Off,Tennessee Off,Texas Off,Texas A&M Off,Texas St Off,Texas Tech Off,Toledo Off,Troy Off,Tulane Off,Tulsa Off,UAB Off,UCF Off,UCLA Off,ULM Off,UNLV Off,USC Off,UT San Antonio Off,UTEP Off,Utah Off,Utah St Off,Vanderbilt Off,Virginia Off,Virginia Tech Off,W Michigan Off,WKU Off,Wake Forest Off,Washington Off,Washington St Off,West Virginia Off,Wisconsin Off,Wyoming Off
26,26,0.5246058957630318,0.21093902434857925,0.8180187678453478,0.5873606535897686,0.7761849735041642,0.5003122917255982,0.4084072084792515,0.4208469555758609,0.5303137803589866,0.5511304242503365,0.4936006502246322,0.2426643689597845,0.626090027640606,0.5500348865213207,0.5035843083088632,0.27304255191612925,0.47287962794888766,0.10899285730895539,0.49570745840937314,0.2778726244355634,0.606966598500318,0.7966868314121672,0.3864322754356876,0.45549280401176856,0.512558321636498,0.4049647046462465,0.46716093059379,0.2681517495767556,0.5211831236436523,0.5196961165753275,0.5037366090027717,0.5138130052633596,0.476763164356915,0.37563205266895056,0.425560181890611,0.6948181992180442,0.375436601595732,0.567055713982832,0.5311866896874127,0.8947981458425093,0.3939085545227607,0.3472856635117215,0.3875219211568366,0.6593269398776535,0.5151983811007143,0.5881819852634508,0.25642433707485085,0.3040497697901603,0.44533365714638995,0.6203132240378101,0.6025866980515092,0.3036470374383375,0.4198588517710795,0.2723217729348104,0.4278651241307752,0.6157307223822603,0.48170632560303095,0.871613335808658,0.4071467100832885,0.37458713418123346,0.6939463426363376,0.32947049667993505,0.3972939394053176,0.7092061211907602,0.5104978307014622,0.6707762722544455,0.25707599044623475,0.6474017911309972,0.7149705701748283,0.38667919379833937,0.4885892684040787,0.4816209832811043,0.37960232607489286,0.39682129012477046,0.4738253778694898,0.34012963312320654,0.6078563715239795,0.6215697269950197,0.7235175300740494,0.9836134035802705,0.8606991931164563,0.39912861978336983,0.6251518118886961,0.48234464035054475,0.5245141183161978,0.49268575062888603,0.4421254380163571,0.3126859814296777,0.2172594287651662,0.7014759391530224,0.3198117955726035,0.5478952197107694,0.44585751767323545,0.4708196751674025,0.6078883445725478,0.23551940447779782,0.6117094173099193,0.6096721353233213,0.5624155197805584,0.6340756382134586,0.31980186997213356,0.756449007161999,0.595911202051612,0.17534887531552293,0.9394434790979396,0.4843037164133811,0.419329911481122,0.6830027120385833,0.5901902882582131,0.2560092308399264,0.8585584141914071,0.5895941986856336,0.3778082170620976,0.43681332374871307,0.6369197349186043,0.17421851346688133,0.07686667078308655,0.5177793649310327,0.6518374139816968,0.5365335784311768,0.35225711559426265,0.4986393360018377,0.37101905283750236,0.17238412545504586,0.6252644098946084,0.5376132907762471,0.6422739451642305,0.9253837375465049,0.5014491238547614,0.4455597888009609
27,27,0.5182081591241744,0.14316763434104804,0.8257390216919352,0.5634503086922614,0.6819456208493649,0.5953524043538796,0.5501240882136599,0.5124401520809632,0.5731380809663574,0.5956852722573862,0.41952874912524857,0.28361914277620753,0.7717768499366203,0.5666805782114317,0.5222952612798645,0.38493595305481104,0.4673964965613398,0.14107460178572298,0.4257800946733547,0.20645620105715973,0.5900991898450876,0.7932671731716712,0.4150556599830746,0.6263239529877613,0.4168359011640963,0.3543425230682752,0.39097888068409015,0.2866053607861584,0.4799080745630882,0.5726250138210436,0.564181396147723,0.44033765902960303,0.43885443133944035,0.512105917367475,0.3739153596455029,0.7428450467670413,0.3539129119825498,0.6539041100719585,0.44056329529402843,0.8280816344865585,0.47605901966061936,0.35516295303023093,0.48813407406841064,0.481799553411528,0.44178390971139037,0.5222568968154296,0.2880626702464163,0.43758174875918915,0.5345707813440856,0.6690004878357034,0.4713656117001433,0.2632989034296676,0.40564206234137434,0.3038032752770422,0.41183793067698693,0.36675822883430337,0.39832204815269595,0.840856520130431,0.3682590492032336,0.37362743836408857,0.578269919135203,0.3126962374403945,0.47397373316718544,0.7123302081628482,0.43158956995887593,0.711061660790006,0.2418671809407663,0.5851146427417119,0.5165282482464681,0.5854399041733198,0.5987583723473366,0.3949048474662204,0.28223656161666755,0.35729631391738675,0.5755082931469984,0.4792806551067504,0.6175453669723417,0.5353620349712721,0.7278621955404044,1.0174698179675883,0.9023788310201416,0.30559564257637445,0.6901237690635441,0.5247110198205838,0.557113538162988,0.5225958087601703,0.633859683274937,0.0778353303494624,0.16474712288648516,0.6316088683803525,0.36979196946609627,0.3785945891825598,0.4979690975843674,0.5611130453632521,0.6216220284445751,0.21887072082786432,0.5757492322936789,0.7415034448656339,0.566984183882577,0.5502002598191975,0.36731897583138085,0.8494249828157541,0.6367627513664023,0.23955103387733911,0.6596733130045891,0.6617884384797674,0.4691387714995367,0.502973225714901,0.4890580073146269,0.3620783363122813,0.8925763415997656,0.5497633148855945,0.47369216205934306,0.44863839457205246,0.612914675061547,0.20190372813590574,0.18649276635989856,0.6047101257254565,0.6479027261693867,0.7109710332064461,0.46744703448973207,0.4987832449456269,0.44688709838231777,0.1799111485004366,0.593632248568444,0.6384845991707331,0.6798003544266377,0.8712163023392151,0.5915039737087925,0.4262431154094768
28,28,0.5000870690980985,0.22589969781102745,0.8452317354952165,0.5411817880672516,0.6002219226719763,0.5875065408590266,0.4956057261093864,0.5180329205306747,0.5347852295181421,0.5897250691166758,0.5004555142579075,0.34255676831743165,0.7251239054973123,0.5945421076044022,0.5208607731205075,0.29312472765870673,0.5087188500623531,0.1586146251815359,0.3723140345239989,0.2612770118326523,0.5943606379066744,0.7807831819658345,0.4694455299703477,0.6064373501738577,0.42701396324433477,0.4515041307340969,0.3846032529652783,0.33754116868339745,0.5106986823893028,0.5764086645829949,0.5994449355652299,0.44890553884756057,0.45761361670001466,0.49628402454894976,0.4225739686116492,0.703415426130808,0.42829458757343314,0.5093887980386996,0.44937513364805853,0.8907297501512117,0.3931059142772535,0.3712153434995758,0.4041671086478314,0.616840777090086,0.4925367738973685,0.5776933244498329,0.22370099096140147,0.4032200708105116,0.500997349751253,0.6698018703248927,0.4402136659872833,0.30628231500286773,0.3665896492975912,0.32125273467475224,0.3751965584706028,0.3986507992908901,0.4607844383783524,0.8543442665816726,0.36662040114713595,0.4414407338516511,0.5732611265727019,0.3339380025614253,0.3925021447884509,0.6522957047954837,0.6328341570951785,0.769118060091345,0.3212287666109332,0.6733347128852555,0.7805822652379216,0.5962673271364259,0.5040110477964186,0.268684700810689,0.4078066209735291,0.40607291242705656,0.4072776060799295,0.3942738889056097,0.6135758507193957,0.5609484415537381,0.6812192448059396,0.9581502707646068,0.8169563042848658,0.45313846390551116,0.5417020681368463,0.5750302349328396,0.561997324946115,0.5169326669684807,0.545313767673681,0.15252516030772412,0.1553142352585327,0.640580226135395,0.30624892905641143,0.31836920745103503,0.4895199442912511,0.5108358484535088,0.5838619965485343,0.2466515245324213,0.6510418424297634,0.6257795110294924,0.5700589614492937,0.7081980709724979,0.377151277454212,0.7151190818375633,0.5949143980325313,0.2522759960884843,0.7729539203614292,0.6268995202739186,0.49001572792291975,0.5189486097368999,0.5456983417297844,0.3216868514066825,0.9418396273488512,0.5956260457072585,0.40705093176797935,0.432941383486593,0.6010467307577906,0.079396318578924,0.13895540990010125,0.5422241961072392,0.5922766915043496,0.5384647754079268,0.46523888960031545,0.510319418818779,0.45821124208371616,0.2622465044045481,0.6356154016630708,0.48204319880382424,0.6348104362901489,0.7521593868624156,0.4609546564983709,0.31393494202828337
29,29,0.52302754007677,0.13734940088981176,0.894590203547116,0.5410475583763561,0.5333675170512309,0.5838111322901544,0.43084910445232877,0.4684262059090479,0.5811441332103799,0.5168202352454424,0.32727348337115325,0.2705721469948386,0.6253138105856032,0.5341796241237666,0.5751386689953566,0.31241457929199956,0.44098692158188396,0.19351565996187706,0.2743026455254065,0.34577254287083375,0.5883193416473114,0.8008407967258692,0.3880394995834797,0.447138759543173,0.43033012869210824,0.36860320765962273,0.44916029275957736,0.3197365435514838,0.4504962146462649,0.5523856147905094,0.579157380650819,0.4596663960269792,0.4170130319320783,0.385567278424495,0.37584769641556803,0.6997237912503489,0.3440619269425878,0.6533640276918327,0.41833790279226407,0.7844685908483654,0.33309668101095946,0.41374933997359276,0.5525549107585145,0.6517380483190313,0.5111274908609262,0.5312175703714026,0.19402419634111662,0.4578327144776982,0.5417119050842168,0.6934372664298182,0.570276345344776,0.26107063874779307,0.4698129055088215,0.38414859541342616,0.34309239464154967,0.48760499608123375,0.450902923109263,0.794439711811319,0.4053095222502622,0.28633330295157733,0.4816645667037483,0.3528237411925196,0.42319521210160305,0.6510554854218858,0.6203894048256805,0.7546387145676337,0.2764738648962418,0.6860482881202428,0.5810919254937579,0.4260932752610767,0.5272630020246448,0.4405007573705062,0.39655647626437784,0.43977785918116696,0.4308293802827103,0.289135264395218,0.591082921110026,0.582981301606939,0.6911718010613512,1.0765939308915802,0.8770373658205615,0.34680455202388716,0.5454613830487772,0.5077539828600877,0.5302775257753815,0.5971842512104609,0.5320204556476331,0.2918465775079729,0.13412502247045113,0.5799831054227382,0.27994391184906375,0.3677211872220499,0.36496204251189596,0.5526256858895607,0.5505848668941599,0.1817475527401806,0.5339637814024182,0.7397268444458073,0.5231217082621354,0.6315452439784331,0.38030410925741276,0.8260206496300877,0.6786799318393623,0.1784464160778184,0.759881457116156,0.5274447312891782,0.48505227753246843,0.549316803775381,0.4984914900530733,0.37437047943023716,0.8725011310718515,0.4249081637789205,0.38039122306041206,0.45718481335294264,0.47740783880747206,0.11629756312555198,0.22019164642115452,0.4885662323663909,0.6405698853820266,0.54804486575827,0.516353023141305,0.5000143268543441,0.5536713159126087,0.29645603386255825,0.6819547681876817,0.4760929727618324,0.5849007589907067,0.886556240470113,0.623555705795944,0.342613428726732
30,30,0.5791103072626625,0.2448461029079118,0.8336715997416205,0.5287238339490531,0.7385455368710918,0.6147298074334946,0.3934186022566365,0.5186509494072031,0.602751034850793,0.5590033166698922,0.39002654542886966,0.2320538539673772,0.6579322394498726,0.5780635032141006,0.4623448871591518,0.38029662082887383,0.5805815682961892,0.09508166614621844,0.35161263240864576,0.2787791739828917,0.5463264771894563,0.6987576840645012,0.39886832341497935,0.5197477986541601,0.45443421659531597,0.4272191610647537,0.5791247900495077,0.36343592196949803,0.6487861795066527,0.4734199523981474,0.4822691699666449,0.32474355027558593,0.35286095383884686,0.49331413191979834,0.3790499751906574,0.6535186086732797,0.5078993829670654,0.5441053295309565,0.4690683301818148,0.8610288953571567,0.4043269902951705,0.3913335256048183,0.4917223053117339,0.5445197112347868,0.6092784987556031,0.5127497606647364,0.3049523801938598,0.379458762900726,0.5652023233042524,0.538687841887021,0.5341808713827854,0.2693768980893162,0.4254109127418335,0.33716900450079923,0.5364254957540239,0.5156594258931626,0.5490441915395857,0.9549110221685169,0.371361395586953,0.3974184190560156,0.6358746104869222,0.36291016913735197,0.37435397667739617,0.6101128067696528,0.46527571271197576,0.6205604795079291,0.2506796930433091,0.5964392548433323,0.6972830486981132,0.49167222746243167,0.5435805871083996,0.42282964927302646,0.4467621326879239,0.510139685375628,0.49598603089247495,0.4602153717875075,0.6319011842284277,0.6360846077033483,0.7706905047657637,0.9576691367271789,0.8517505549931432,0.38286477883128006,0.5442579608482835,0.6000602943078288,0.6144314539059831,0.651316201479816,0.5430844019569555,0.17714117194118575,0.22318484266987573,0.6570620308355214,0.35563543514065504,0.4788908935935616,0.600802152615583,0.5013284877422991,0.6296122727477508,0.3313037846069794,0.6144886677572028,0.7083193923383628,0.5261969729814432,0.7547615033506792,0.3587604841521699,0.6840829550549385,0.5580867527176991,0.28853271610445613,0.7288693521233971,0.5709895559656543,0.4912330815000315,0.6800091357194394,0.5689393744122678,0.3839938078254378,0.987793181322724,0.5599045188940854,0.5180524934081855,0.41410976427846935,0.7060003792293595,0.1266593981237115,0.16545154780944296,0.64517615625596,0.6949327877806364,0.5311262348280602,0.49762469536481346,0.4521229008573465,0.4218916107746508,0.31566531664229913,0.6504248765475299,0.5139606586675782,0.6756992629291263,0.8400252549624462,0.6383822117268896,0.42876055758163667
31,31,0.5528659872753435,0.20054141003860373,0.8089401260110716,0.6071150362590509,0.6873617608998459,0.48869109420561097,0.40606525636383023,0.5394984249678937,0.5847608316569062,0.5641007534354544,0.4669055957667388,0.306419755802266,0.6313488942961909,0.669128743858752,0.5344800317716881,0.3189324680076898,0.5350163922979587,0.11213826346660202,0.3540624800637864,0.20122374240941487,0.6231146280578015,0.7710632405811536,0.4187667221612445,0.5631803653203288,0.46270684138159657,0.47206032135148,0.5792272868171469,0.3540982399295496,0.5490487397610174,0.6485737535650572,0.3966426840898955,0.36781763473079,0.39741414180111556,0.4710880969698921,0.5407897419518992,0.7099135748253552,0.4332409102996494,0.5344417385791226,0.4442267217067676,0.882949129686566,0.48950119302090817,0.47909252289184917,0.42862824489100826,0.6154510342740115,0.5189458648737408,0.5006190411368525,0.25316642987245985,0.4078076529866824,0.5685597004628995,0.6604611315194332,0.5040470729856318,0.34722177179937974,0.4420276427478385,0.34880001530706856,0.3666067068827846,0.5525804971017121,0.5894963139640981,0.8318767908783162,0.4429822633841911,0.3351386463600202,0.6825763669746595,0.35571388872018417,0.4841943172937705,0.68213922125744,0.3913479783383976,0.6747695505527044,0.23767132504829436,0.6077906057856773,0.6216338632502482,0.527538839688061,0.5677425376942886,0.3988824040957886,0.3860670348208292,0.4855274240922686,0.482054986035774,0.4600880924778531,0.5943625553216133,0.6607829693031709,0.7865436366775429,1.032085679619039,0.9266855866340555,0.38676840334007895,0.5220651134860733,0.4860593844308454,0.6622902171642966,0.5499674543053602,0.5668635216627942,0.21561332055936547,0.239010566652824,0.6413613693804903,0.3701353357702968,0.32647938344141086,0.4300862101187277,0.48446580172455894,0.5743262339092747,0.2744317174565578,0.5241840725220565,0.6714797141305234,0.5502628114465382,0.6851012453317769,0.34774815275716525,0.8619427341757255,0.6290244241071928,0.28604908463911205,0.876259361484682,0.6114577613574422,0.49709195873095385,0.6131962513341782,0.5588643447581326,0.39350308459814304,0.974549231768461,0.5174629332873215,0.48139299958408394,0.4238560771322362,0.6708733254144966,0.1468009764676684,0.14404822612596382,0.5298499710724618,0.6881046256081428,0.48555109534340113,0.5298039084512491,0.5020094579164522,0.46220858088479383,0.28410145919737806,0.5766827371781882,0.5004508814830163,0.5653052389595015,0.9635064087758646,0.5438877283186928,0.34608913880933834
32,32,0.5060671735944645,0.14018007865677393,0.7768871248448637,0.5604012189237592,0.6176891561128651,0.5055973479450897,0.39370776246154104,0.5419402260427599,0.5230152193805523,0.5921791945768498,0.3815079451907965,0.2050060732603484,0.8246729892346463,0.5195472235606141,0.556235245612102,0.27893660585138,0.46957021759735357,0.13417731628904614,0.3260300895136634,0.21705443388215953,0.5806327799822563,0.7765709554187241,0.39995364056802724,0.5282450537792128,0.45978514719623037,0.4271666704064744,0.4694240058832723,0.28354234524556526,0.5187517527902595,0.5026424734225945,0.39552684530645,0.428574991007331,0.3788361037419727,0.33409311273213627,0.5173432763885487,0.7121346756767665,0.437665902879386,0.5427122383923244,0.457514733730135,0.8999640779515847,0.4064354602295829,0.3541647998381616,0.4382435127878286,0.6200551122545632,0.5988243930162012,0.6545274395849409,0.21302745579837049,0.35409123257966885,0.5714282320604239,0.6095691014324599,0.6547824205270392,0.24371033379227808,0.2497001257157965,0.2622855438187142,0.48133849536267054,0.4846864692949853,0.673725039118215,0.7963403243066489,0.4138315627756344,0.387623741759933,0.5571278423348598,0.2625150875073823,0.453207421878827,0.6461843776539015,0.5470638327396582,0.6830722469266909,0.25358592142217895,0.6136304734077042,0.5822866343326809,0.5019743910712314,0.4352438155941026,0.5237631509401701,0.43691072461161307,0.4353214158604319,0.45704077219683004,0.3479613434255247,0.6669197927891071,0.6136872884101535,0.6454230486288902,1.1127563132102551,0.9459445236355983,0.3920809889881317,0.494239172340806,0.4536850340988,0.5015768441142233,0.43622772923046876,0.4020539787849802,0.21420861124677337,0.14768220310225771,0.5923061333221523,0.380316040692333,0.3735616080400651,0.45639035754874674,0.45875816857155705,0.6970495288174873,0.21583971629061474,0.46694550726708806,0.7510656939292678,0.5660772303119473,0.7230063237657081,0.2922749732823173,0.9307370435357261,0.5631681677832963,0.21927689748844853,0.9446764569609953,0.44866265915116477,0.48224754960108107,0.49097753867062455,0.3717114520838367,0.33740157294430545,0.9255899606027398,0.5582121727541509,0.47033481708863173,0.4439495401125083,0.5125586096313733,0.11735978809659137,0.07473980950903994,0.4820354397405677,0.5436039108672125,0.4857482516386108,0.3871254892026759,0.44927204416624644,0.48270288136552236,0.28057804924864815,0.6243728923765741,0.44263137115779505,0.5772716639928436,0.9849511256613952,0.48560651933685506,0.27413334182197974
33,33,0.42233570809898313,0.1984752863021389,0.8529419477163076,0.483240618875781,0.6723957307242137,0.5217051889759718,0.33838478090408197,0.44382518665559084,0.5517659607367421,0.5471009289031331,0.2682446451296645,0.3086369828244779,0.5435360424199274,0.4624031781264949,0.5711827358673105,0.3283327925027856,0.43382877475927856,0.13722555108688092,0.4263434729034934,0.2030417675110298,0.5799291681143004,0.8009711374915557,0.29746350797901977,0.4570245855025565,0.32938289804938503,0.4675713549347816,0.5994891245799275,0.42311244121706926,0.621084377023823,0.47729864960866974,0.45375028055320143,0.3597259392385938,0.3820789603927745,0.43341982457326966,0.4802580798227682,0.6954751796248015,0.299779963489779,0.5475026568150572,0.2425603641964548,0.8441338132695798,0.5086441240054432,0.41979462646104326,0.4963799178352029,0.5942574256734824,0.42688182966631527,0.38668142810800615,0.3389757087254578,0.3327627147556095,0.5181993532362605,0.6338780828787542,0.5175163977343089,0.23299852445326302,0.3437784473478869,0.30922623357986684,0.3865553286200226,0.7422515375690357,0.4732738557992821,0.8809658639978287,0.4512528886506491,0.3641929889140283,0.6171603425464851,0.3777500941060707,0.47468702144567543,0.5341631717479496,0.46601593860656587,0.5821466060801265,0.23932642200563156,0.5995461016545832,0.5598541604457113,0.4971973378347059,0.4427269579140736,0.36049992227045896,0.3096828727351924,0.4651599746395936,0.4071646107464873,0.48133607802573075,0.6074289192508509,0.5622544824780799,0.7200595538315085,0.9709463877140648,0.7728812880756519,0.3286653919830545,0.5930162061535007,0.4880203034278574,0.5015298671416877,0.6968606736007031,0.5704132348502923,0.24744743219006868,0.2142649248157585,0.7039720934091815,0.347071900486602,0.3207055696048249,0.3265064825918412,0.38794283653011224,0.6362940902134296,0.1898066647656789,0.6044334312034538,0.7992377527005995,0.4600497847669741,0.77121449108691,0.33601447481820124,0.7862811595552659,0.6859001198407432,0.17523000297169058,0.7412867268747386,0.548234894049922,0.37150375440043215,0.48973110684750726,0.5130251677890945,0.23326205968017016,0.9086522138441964,0.591006320652663,0.36395496164532476,0.3714769509580331,0.6267874392965193,0.09460091313603547,0.0363931174696241,0.6022111129590243,0.5510256503652444,0.45105955918915264,0.47974349075680783,0.5046981441124915,0.41614346910769134,0.28806446287349663,0.5680341674334775,0.47690537328867055,0.6818722420354917,0.8366441968108224,0.5391743952369408,0.3053891108093716
34,34,0.5643043843023284,0.2550127335066525,0.7959275582410539,0.5182875262000486,0.5711184699439896,0.364874419944885,0.4473651405764711,0.5368515219148402,0.5795201830924308,0.6220508264103993,0.25719840701340047,0.29928690742140995,0.5051290640405894,0.533595122314788,0.5563879872037181,0.4059707433151445,0.5494329018209084,0.15763801999784077,0.380142834813757,0.26078617807864357,0.5623459285800507,0.7672786029425315,0.4811798946575427,0.4034258074994793,0.40875829183290424,0.3965929845689171,0.4432617594182765,0.44029277355578494,0.4293905212820703,0.4543302845459938,0.42619675997394785,0.4362934022214599,0.35876875257440943,0.39983393628253544,0.41208381263089333,0.7028518030286569,0.46460989444168904,0.5067430917447937,0.5269731762519952,0.864938828201309,0.37537984334572644,0.5381831459003548,0.44550046327186527,0.5955230890461157,0.41601429875080304,0.499973466007559,0.3018680654005223,0.3574547116968204,0.5123988671897197,0.7587862982761511,0.5693677387526758,0.2931663180548535,0.4280293175159971,0.3619527107999174,0.4056887941262973,0.4234419890967863,0.5375064848580243,0.929388086467787,0.5400534881792886,0.5717204113487204,0.6043891561919528,0.31954152761590937,0.3969518783550467,0.6219811680250791,0.5484924748680523,0.6555433223304483,0.20907288384513642,0.5668911835712273,0.6259656027619053,0.47737458445895226,0.44347599056429815,0.43798271023121,0.44259288157203025,0.43852429337950377,0.5066746234603963,0.42017128553731503,0.6407541475021029,0.6597851226656255,0.6159738742340359,0.9685779067037128,0.9488625374031137,0.37749830874739065,0.45706686932756924,0.5095408587266476,0.5203936177905878,0.49155974467982794,0.46271359761749964,0.28257682707230486,0.22183647253168198,0.6086664011583917,0.35193692397536047,0.2288261607258773,0.39893291550421134,0.5328771349814132,0.551094449338196,0.22311950929181884,0.36872815720590907,0.6049619692367644,0.5445872331372974,0.6790815308387339,0.36382676187525187,0.7703879570222196,0.7361165613808336,0.20071777314973158,0.8197251878516671,0.6083864288683821,0.39926642411207197,0.5443857352969209,0.5288378611322866,0.4023466546352095,0.9550157186147306,0.4728312125018571,0.4363586178610357,0.43417874120719463,0.5949475233228791,0.14896595571509358,0.1534476960914765,0.5029250526440946,0.6402403770890106,0.49984176639853206,0.5878336425191338,0.5031875683077476,0.48111778345878703,0.2202479533261912,0.44998394210874204,0.38280263459616076,0.6859263968424344,0.7992592278713699,0.4757778450590424,0.30572633750080414
35,35,0.44144893884146186,0.16389557696911355,0.8115692674304322,0.5739430053232624,0.639368234963351,0.6159217158514655,0.4407489425500746,0.44635544817416534,0.5866880494464944,0.4905794417433932,0.32392392407243414,0.3018158102257,0.5497443476380587,0.5694891577354019,0.5364924702133854,0.31335503478854554,0.5182906792563219,0.15630096360104367,0.41235030685962143,0.12742559542019605,0.6052322914854618,0.7136454072990824,0.4561261234859202,0.5352871997695562,0.42286573276804984,0.4152465894690646,0.44524881622287876,0.3488533246604706,0.44762180088805764,0.6227344771588562,0.41137544490841776,0.47145777652200194,0.38857602599774776,0.4983435086231067,0.47822534873217204,0.6759014859194071,0.47244247927611716,0.5449325362511925,0.4378553854878281,0.8205419699167498,0.39047796251325834,0.48148059355000655,0.6064806281235617,0.5366146407763576,0.34813636275670484,0.4966316295606904,0.2900470253898558,0.32292579399248866,0.5288195904639819,0.5693924413015432,0.435026219487854,0.2447821082785768,0.5136516950364639,0.3718961607480494,0.3508842689572736,0.5003106516569169,0.529251425449133,0.8500873647183268,0.39025414831059163,0.4020366656574585,0.5030333978552993,0.3639551633070003,0.46394212036377364,0.5984779212331354,0.31888466392193743,0.623720683541006,0.21222747394339583,0.6001633515486842,0.5785774642654304,0.5132831601136015,0.45623931680434876,0.33417681247992,0.30583623702459073,0.3476073706110092,0.4608718105907068,0.3800183391495468,0.5176728162450113,0.5898780376066166,0.6861166022767567,0.9899428678591047,0.6836036970104217,0.39925467536494164,0.712676376867452,0.5082368144137113,0.5432430142665962,0.4457798292141913,0.6072226551225469,0.21283718369962928,0.16861238426921735,0.6949193879332524,0.3606163370625387,0.3090805014347543,0.2655733067880516,0.37823557610799563,0.5746838441264616,0.20906972792747133,0.5903610511819074,0.6314958061634575,0.47326923383135105,0.7200983757015561,0.30614543366673386,0.7148227769652528,0.5486804925233085,0.21522793564252946,0.7135083789040234,0.5610539682344247,0.524518361816096,0.5148275412971852,0.4628525519012225,0.34816586039157016,0.8908370066599416,0.6223956185657255,0.4866423467618978,0.3651577960356473,0.58600862826301,0.12620392876422887,0.1696291830941159,0.5934826305146632,0.6269234719216139,0.4518478209171059,0.4828294832305651,0.4848693671768262,0.5543391097077411,0.27333449525582454,0.5971532165826023,0.46986274217805857,0.5514445937901863,0.7734714069761903,0.4788317560008756,0.39519369435725116
36,36,0.417818260380589,0.12778266605384037,0.7724710705628948,0.4974724204413818,0.5577052023542352,0.48755892888350433,0.34738802455485224,0.5594201770503249,0.46576097427441626,0.4441740746939695,0.3320535421898846,0.24654028185922203,0.5529161550843271,0.49833265138963434,0.5877142765397692,0.3869369554210107,0.48053658264007065,0.13680171222068868,0.32620256019100646,0.16935655496907145,0.6489027484270935,0.7456929015611286,0.4566585872084801,0.5346753481948314,0.3945917991834058,0.4488535654339659,0.5045587437055563,0.3029744440629994,0.5106875934806999,0.4418471687322531,0.4952809350285231,0.458647231738363,0.3917626421966011,0.41041448895561894,0.36193690997004635,0.6876989489586173,0.4801485089417351,0.6430129827887722,0.5162810964995379,0.8716070404377124,0.3364529670765521,0.35897448166362733,0.4885558013988967,0.5318297458238677,0.39861725334151044,0.6111958952284186,0.20553173341602826,0.4443884849405716,0.5078763555386953,0.5797947551645586,0.5714950593257291,0.3336272258012602,0.4711380054600466,0.3372332330326934,0.4420964964899082,0.3911164864158143,0.5766847155916858,0.817549927440316,0.4333928568805613,0.4077339176128852,0.363571272022406,0.2550200830415431,0.49754889401839214,0.5353413187083707,0.4224109415851297,0.7194093783304438,0.24293226373947177,0.6383400546097424,0.5416487652520016,0.33128209917655266,0.43165213014080994,0.340412743140209,0.4494514893468976,0.4482491701049644,0.5387921432034313,0.3578258105111588,0.6544276231008879,0.6574274219598976,0.5676607441709975,0.9603843782943297,0.7478664872198213,0.3950379661237879,0.42879828316580537,0.4453252633578188,0.5766373229439353,0.5169665693978751,0.5223316580487388,0.3430035833337475,0.10698758732817559,0.6333711305000279,0.345827303696681,0.3867465732308348,0.4215600172140955,0.4739397748844987,0.7177426906106898,0.27189143136154886,0.4874808804861809,0.7306989076493073,0.5468729903219912,0.7927933479051991,0.2939612156852344,0.7763535896895876,0.5795489238080597,0.19628178632365859,0.7193006720194403,0.6509641585061521,0.44523787258892683,0.5963511939028857,0.5464188161027125,0.3878805386044754,0.9353189866869843,0.5862853730025344,0.42189500883068143,0.37507976331405063,0.5429976048988403,0.14136635302824213,0.2133561223631616,0.424824593182825,0.6311785505015863,0.4134444746158008,0.4521906684178295,0.4205822310541838,0.49663881898889417,0.30387666130045815,0.6127952529991942,0.4896221373650567,0.6158795989099852,0.8467704438631385,0.48754426430574066,0.388583676996991
